의안번호,의안명,제안일자,제안자구분,의결일자,의결결과,제안회기,제안이유,소관위원회,제안자
150960,  법인세법중개정법률안,1998-02-09,정부,1998-03-25,수정가결,제15대 (1996~2000) 제188회,"['■ 제안이유우리 經濟의 안정과 金融産業 등의 構造調整에 소요되는 財源을 확보하고 法人間 課稅衡平을 提高하기 위하여充當金 制度를 정비하는 한편, 企業의 財務構造 改善을 통한 構造調整을 촉진하기 위하여 過多借入金에 대한支給利子 損費否認制度의 適用時期를 앞당기려는 것임.■ 주요골자1. 船舶 등의 特別修繕에 소요되는 費用에 충당하기 위하여 일정 금액을 積立하는 경우에 損費로 인정하는 特別修繕充當金 制度를 폐지하여 法人間 課稅衡平을 제고함(案 第12條의9)2. 過多借入金에 대한 支給利子 損費否認 制度의 適用時期를 2002年에서 2000年으로 앞당김으로써 財務構造改善을 통한 企業의 構造調整을 촉진시키도록 하되, 協會登錄法人의 경우 대부분 中小企業인 점을 감안하여 同 制度의 適用對象에서 제외하도록 함(案 第18條의3 法律 第5418號 附則 第1條 및 第8條의2)■ 위원회 수정사항□ 수정이유기업의 自己資本比率을 높여 對外信用度를 제고하기 위한 資産再評價法의 改正에 따라 새로이 再評價對象 資産의 범위에 추가되는 土地의 再評價差額에 대한 課稅移延 制度를 도입하는 한편, 企業構造調整 관련 事項은 第188回 國會(臨時會)에서 議決되었으므로 이를 削除하려는 것임.□ 수정주요골자資産再評價法의 改正에 따라 再評價對象 資産에 새로이 追加되는 土地의 再評價差額은 이를 益金에 算入하되,당해 土地를 실제 賣却하는 時點에서 法人稅를 課稅하도록 하는 課稅移延 制度를 도입함(案 第14條의6 및 第15條)']",재정경제위원회,[]
150959,  소득세법중개정법률안,1998-02-09,정부,1998-03-25,원안가결,제15대 (1996~2000) 제188회,['■ 제안이유 및 주요골자우리 經濟의 안정과 金融産業 등의 構造調整에 소요되는 財源을 확보하기 위하여 醫師·演藝人 기타 自由職業所得者의 所得稅 源泉徵收稅率을 실제 稅負擔 수준에 맞게 1퍼센트에서 3퍼센트로 引上하려는 것임.'],재정경제위원회,[]
150958,  부가가치세법중개정법률안,1998-02-09,정부,1998-12-02,대안반영폐기,제15대 (1996~2000) 제188회,['■ 제안이유 및 주요골자우리 經濟의 안정과 金融産業 등의 構造調整에 소요되는 財源을 확보하고 課稅의 衡平을 提高하기 위하여 自動車運轉學院 등에서 제공하는 敎育用役 등을 附加價値稅 免稅對象에서 課稅對象으로 轉換하려는 것임.'],재정경제위원회,[]
150957,  조세감면규제법중개정법률안,1998-02-09,정부,1998-03-25,수정가결,제15대 (1996~2000) 제188회,"['■ 제안이유經濟의 安定과 金融産業 등의 構造調整에 소요되는 財源을 확보하고 課稅衡平을 提高하기 위하여 租稅減免 制度를 縮小·整備하고, 企業의 원활한 構造調整을 지원하기 위한 租稅減免 制度를 도입하려는 것임.■ 주요골자1. 世界貿易機構(WTO)가 금지하고 있는 補助金에 해당하는 輸出損失準備金 및 海外市場開拓準備金에 대한 損金算入 制度를 폐지하는 한편, 中小企業 投資稅額控除 등 各種 投資稅額控除에 있어서 國産機資材를 사용하여 投資하는 경우에 더 높은 控除率을 적용하던 것을 차등없이 單一化하여 國際規範에 부합되도록 租稅支援 制度를 정비함(案 第5條 第10條 第16條 第17條 第37條 第45條 第51條 第88條 및 第98條)2. 法人의 讓渡·讓受를 통한 원활한 構造調整을 지원하기 위하여 讓渡對象法人의 株主가 당해 法人의 債務를引受 또는 辨濟하는 경우에 그 금액을 당해 株主의 損費로 인정하는 등 租稅支援 制度를 마련함(案 第40條의5)3. 法人의 財務構造改善을 지원하기 위하여 株主등이 보유 資産을 讓渡하고 그 讓渡代金을 法人에 贈與하여法人이 이를 負債償還에 사용하는 경우에는 당해 資産의 讓渡에 따른 讓渡 所得稅를 100퍼센트 減免하고,法人이 株主등으로부터 資産을 贈與받아 負債償還에 사용하는 경우에는 당해 資産의 受贈으로 인한 利益을法人稅의 계산에 있어서 益金에 不算入하도록 하는 등 租稅支援 制度를 마련함(案 第40條의6 및 第40條의7)4. 企業의 構造調整을 지원하기 위하여 法人간에 같은 종류의 事業用固定資産을 交換하는 경우에는 資産의 讓渡에 따른 法人稅 및 特別附加稅 課稅를 移延하고 資産의 취득에 따른 取得稅와 登錄稅를 免除하는 한편,合倂이나 사업의 讓渡·讓受 등을 통한 構造調整시의 不動産 讓渡에 대하여 讓渡 所得稅 또는 特別附加稅의 50퍼센트를 減免하도록 하는 등 租稅支援 制度를 마련함(案 第40條의8·第40條의9·第113條 및 第114條)5. 새마을金庫 및 單位農業協同組合 등 각종 組合인 公共法人에 대한 法人稅 優待稅率을 10퍼센트에서 12퍼센트로 引上하고, 기타의 公共法人에 대하여는 法人稅 優待稅率을 폐지하는 대신 일반 法人과 같이 각종 租稅減免 制度를 적용받을 수 있도록 함(案 第59條第1項 및 第60條第3項)6. 公共事業用土地에 대한 讓渡 所得稅의 減免率을 現行 30퍼센트 내지 100퍼센트에서 25퍼센트로 縮小하여單一化하고,事業認定告示日부터 소급하여 2年이내에 취득한 土地에 대하여는 讓渡 所得稅 減免 制度를 廢止함(案 第63條)7. 租稅減免을 받는 경우에도 最小限의 稅負擔을 지도록 하는 最低限稅의 稅率을 다음과 같이 각각 引上하여稅負擔의 衡平性을 提高하도록 함(案 第118條)■ 위원회 수정사항□ 수정이유住宅分讓을 促進하고 投資信託市場의 安定性을 提高하기 위한 租稅支援 制度를 新設하는 한편, 企業構造調整支援을 위한 規定은 第188回 臨時國會에서 議決되어 이미 施行중이므로 削除하려는 것임.□ 수정주요골자1. 未分讓 國民住宅을 1998年 3月 1日부터 1998年 12月 31日까지 取得한 者가 5년 이상 保有·賃貸한 후에 讓渡하는 경우 讓渡所得稅를 減免함으로써 住宅建設業의 活性化를 支援함(案 第67條의2第3項)2. 投資信託市場의 安定性 提高를 위하여 設立된 投資信託安定基金에 대하여 同 基金이 組合員들에게 실제 損益을 分配하는 時點까지 課稅를 猶豫하는 損益歸屬時期의 特例를 허용함으로써 同 基金의 活性化를 지원함(案 第87條)3. 企業構造調整 支援을 위한 規定은 第188回 臨時國會에서 議決되어 이미 施行중이므로 동 規定을 各各 削除함(案 第33條의2·第40條의3·第40條의5·第40條의6·第40條의7·第40條의8·第40條의9·第77條·第78條·第113條·第114條 및 第123條)']",재정경제위원회,[]
150956,  공무원직장협의회의설립·운영에관한특별법안,1998-02-09,정부,1998-02-16,수정가결,제15대 (1996~2000) 제188회,"['■ 제안이유勞動組合의 設立이 금지되는 公務員에 대하여 所屬機關의 長과 勤務環境 개선·業務能率 향상·苦衷處理 등을協議할 수 있도록 하고 그 성실한 이행을 보장함으로써 公務員의 服務上 權益을 보호하고 國民에 대한 奉仕者로서의 自矜心을 鼓吹시키기 위하여 職場協議會를 設立·運營할 수 있도록 하려는 것임.■ 주요골자1. 職場協議會는 國家機關·地方自治團體 및 그 下部機關에 設立하되, 機關別로 하나의 協議會를 設立할 수있도록 하고, 協議會의 代表者는 그 設立事實을 所屬機關의 長에게 통보하도록 함(案 第2條)2. 協議會에 加入할 수 있는 公務員의 범위는 6級이하 一般職 및 이에 준하는 硏究·特殊技術職列의 公務員,6級이하의 外務公務員, 技能職·雇傭職公務員, 6級이하의 一般職公務員에 상당하는 別定職公務員으로 함(案 第3條第1項)3. 勞動運動이 허용되는 公務員과 指揮·監督의 職責이나 人事·豫算·經理·物品出納·秘書·機密·保安·警備·自動車運轉 등에 종사하는 公務員은 協議會에 加入할 수 없음(案 第3條第2項)4. 協議會의 協議事項은 勤務環境 개선·業務能率 향상·苦衷處理 등으로 하고, 協議會 構成員의 의사를 고루代辯할 수 있는 協議委員을 選任하도록 함(案 第5條)5. 所屬機關의 長은 協議에 성실히 臨하고 合議事項의 이행에 최대한 노력하여야 하며 協議會의 組織 및 운영과 관련하여 所屬公務員에 대한 불리한 措置를 하여서는 아니됨(案 第6條)6. 協議會의 設立 및 운영에 관하여 기타 필요한 사항은 大統領令 또는 條例 등으로 정함(案 第7條)□ 수정이유이 法案의 題名을 特別法으로 부여하고 있으나 法案의 성격에 비추어 볼 때 基本法이므로 그 취지에 맞추어 그題名을 변경하려는 것임.□ 수정주요골자1. 이 法의 題名을 ""公務員職場協議會의設立·運營에관한特別法案""에서 ""公務員職場協議會의設立·運營에관한法律案""으로 변경함(案 題名)']",행정위원회,[]
150955,  정부조직법개정법률안(김영진의원등 18인 외 148인),1998-02-09,의원,1998-02-17,대안반영폐기,제15대 (1996~2000) 제188회,"['■ 제안이유最近의 經濟的 難局을 早期에 克服하고 21世紀 世界一流國家 建設의 기틀을 마련하기 위하여는 民主的이고 效率的인 政府組織이 先行되어야 한다는 汎國民的인 要求에 副應하기 위하여, 우선 類似한 政府機能의 統廢合으로 部處間 利己主義와 行政의 非能率을 打破하고 나아가 글로벌 無限競爭에 對備하여 産業의 國際競爭力 强化를 위한 政府의 總力支援體制를 마련하는 한편, 政府機能의 焦點을 規制 및 公益事業으로부터 民間自律基盤의擴充 및 福祉增進으로 轉換하고자 하는 것임.■ 주요골자1. 國家行政機關의 設置根據를 一元化하기 위하여 大統領秘書室 다음에 大統領警護室의 設置根據 規定을 新設함(案 第15條)2. 公報處를 廢止하고 國政弘報 및 弘報業務 調整에 관하여 國務總理를 補佐하기 위하여 國務總理 所屬下에公報室을 設置하며, 放送, 出版 및 海外弘報 機能을 文化部로 移管함(案 第20條, 第34條)3. 女性의 地位向上을 위한 실질적인 政策調整을 一貫性있게 추진하기 위하여 女性政務長官 1인을 유지함(案第21條)4. 公正하고 中立的인 人事運營을 위하여 公務員人事에 관한 基本政策, 人事 및 報酬制度 審議·議決 및 公務員 權益保護를 담당하는 中央人事委員會를 國務總理所屬하에 설치하고 總務處를 次官級으로 縮小改編하여中央人事委員會의 事務를 제외한 從前 總務處의 事務를 담당하게 함(案 第23條, 附則 第4條 第45項)5. 國務總理의 內閣에 대한 실질적인 統轄機能을 강화하기 위하여 從前 財政經濟院長官과 統一院長官이 兼任하는 副總理는 이를 廢止하고 長官級인 法制處 및 國家報勳處를 次官級으로 縮小改編함(案 第24條, 第25條)6. 財政經濟院을 財政經濟部로 縮小改編하여 金融監督 및 對外經濟協力을 제외한 從前 財政經濟院의 事務를移管하되 財政擔當部處의 固有業務인 豫算機能도 從前대로 財政經濟部長官이 管掌하도록 함(案 第27條)7. 統一院은 統一部로 改編하며 民主平和統一諮問會議 事務處를 廢止하고 그 機能을 統一部에서 管掌토록 함(案 第28條)8. 內務部를 自治環境部로 改編하여 地方行政機能을 地方自治의 與件造成 및 調整機能으로 代替하고 業務遂行의 連繫가 가능한 從前 環境部의 機能을 自治環境部로 移管하며 環境部는 이를 廢止함(案 第30條)9. 專門性과 效率性을 極大化하는 방향으로 通商體制를 一元化하기 위하여 對外通商部를 長官級 獨立部處로新設하며 從前 通商産業部, 外務部 및 財政經濟院에 分散되어 있는 通商交涉機能을 新設되는 對外通商部로移管함(案 第29條, 第36條)10. 文化體育部를 文化部로 改編하며 觀光産業의 育成發展을 위하여 觀光廳을 新設하고 觀光振興業務를 管掌하게 함(案 第34條)11. 通商産業部의 機關名稱을 産業資源部로 改稱함(案 第37條)12. 科學技術處를 科學技術部로 改編하여 從前 科學技術處의 業務를 移管함(案 第38條)13. 食品醫藥品에 대한 安全管理 機能을 강화하기 위하여 保健福祉部 所屬下에 食品醫藥品安全廳을 新設함(案第40條)14. 海洋開發 및 水産業育成을 未來指向的이고 專門的인 業務로 발전하기 위하여 海洋水産部를 유지함(案 第43條)']",행정위원회,"['김영진', '김영진', '김영진', '김영진', '강삼재', '강현욱', '권영자', '김광원', '김기재', '김길환', '김영선', '김정숙', '김철', '이상현', '이재창', '이해봉', '전석홍', '정영훈', '김석원', '김수한', '김영구', '김영일', '김영준', '김용갑', '김윤환', '김인영', '김일윤', '김재천', '김정수', '김종하', '김종호', '김중위', '김진재', '김찬우', '김찬진', '김충일', '김태호', '김형오', '김호일', '김홍신', '나오연', '남평우', '노기태', '노승우', '류종수', '류흥수', '맹형규', '목요상', '박관용', '박명환', '박성범', '박세직', '박세환', '박시균', '박우병', '박종근', '박종우', '박종웅', '박주천', '박헌기', '박희태', '백남치', '백승홍', '변정일', '서상목', '서정화', '서정화', '서청원', '서한샘', '서훈', '손학규', '송훈석', '신경식', '신상우', '신영균', '심정구', '안상수', '안택수', '양정규', '오세응', '오양순', '오장섭', '유용태', '윤원중', '윤한도', '이강두', '이강희', '이경재', '이국헌', '이규정', '이규택', '이명박', '이미경', '이부영', '이사철', '이상득', '이상배', '이상희', '이성호', '이세기', '이수인', '이신범', '이신행', '이완구', '이우재', '이웅희', '이원복', '이윤성', '이응선', '이의익', '이재명', '이재오', '이중재', '이찬진', '이택석', '이한동', '이해구', '이홍구', '임인배', '임진출', '장영철', '전용원', '정의화', '정재문', '정형근', '제정구', '조웅규', '조중연', '조진형', '주진우', '차수명', '최병렬', '최연희', '최욱철', '최형우', '하경근', '하순봉', '한승수', '함종한', '허대범', '현경대', '홍문종', '홍준표', '황규선', '황낙주', '황성균', '황우여', '황학수']"
150954,  임금채권보장법안,1998-02-07,정부,1998-02-14,수정가결,제15대 (1996~2000) 제188회,"['■ 제안이유최근 經濟危機와 産業構造調整으로 中小企業과 限界企業의 倒産이 急增하여 지급이 불가능한 滯拂賃金이 大量發生하고 있어 勤勞基準法상의 賃金債權 優先辨濟만으로는 勤勞者의 賃金債權保障의 實效性을 기할 수 없게 됨에 따라,企業의 倒産 등으로 인하여 事業主의 賃金支給이 곤란해진 경우 事業主를 대신하여 賃金債權保障基金에서 일정범위의 滯拂賃金을 지급할 수 있도록 하는 賃金債權保障 制度를 導入하여 勤勞者의 賃金滯拂에 대한不安感을 解消하고 勤勞者의 기본적인 生活安定을 도모하려는 것임.■ 주요골자1. 賃金債權 保障基金으로부터 賃金債權의 보장을 받을 수 있는 事業場의 범위는 産業災害補償保險法상의 産業災害補償保險의 當然適用事業場으로 함(案 第3條)2. 事業主의 破産 등으로 인하여 당해 사업에서 退職한 勤勞者가 賃金이나 退職金을 지급받지 못한 경우 최종3月分의 賃金과 최종 3年間의 退職金에 대해서는 賃金債權 保障基金에서 이를 대신 지급하도록 함(案 第6條)3. 勞動部長官은 企業의 滯拂賃金 및 退職金을 대신 지급하기 위하여 소요되는 費用을 충당할 목적으로 賃金債權保障基金을 設置하고, 그 財源 造成을 위하여 適用對象 事業場의 事業主로부터 賃金總額의 1千分의 2의 범위안에서 負擔金을 徵收할 수 있도록 함(案 第8條 및 第15條)4. 賃金債權 保障基金은 事業主의 負擔金외에 事業主의 未支給賃金 등의 辨濟金, 基金運用收益金 및 다른 基金에서의 借入金 등의 財源으로 造成하도록 함(案 第16條)■ 위원회 수정사항□ 수정이유이 案 제22조의 보고 등은 行政業務 수행절차상 이 案 第19條의 檢査 이전에 進行되는 절차이므로, 案 第22條의 條文 위치는 案 第19條 앞으로 옮겨 規定하는 것이 法條文의 編成體系에 맞는 것으로 판단됨.□ 수정주요골자1. 案 第19條를 案 第20條로, 案 第20條를 案 第21條로, 案 第21條를 案 第22條로, 案 第22條를 案 第19條로修正함.2. 案 第26條第1項의 第1號 및 第2號에서 인용된 條文을 변경된 條文에 맞게 修正함.']",환경노동위원회,[]
150953,  파견근로자보호등에관한법률안,1998-02-07,정부,1998-02-14,수정가결,제15대 (1996~2000) 제188회,"['■ 제안이유최근 産業構造 및 勞動市場의 여건변화에 따라 자기가 雇傭한 勤勞者를 타인에게 派遣하여 勤勞하게 하는 派遣勤勞가 빠르게 확산되고 있으나 關聯法規의 미비로 派遣勤勞者의 權益保護가 제대로 이루어지지 아니하고 企業의 彈力的인 人力管理에 제약요인이 되고 있으므로 勤勞者派遣制를 法制化함으로써 派遣勤勞者의 勤勞條件을개선하고 企業의 人力管理에 신축성을 제고하려는 것임.■ 주요골자1. 勤勞者 派遣事業은 專門知識·技術 또는 經驗을 필요로 하는 업무중 大統領令이 정하는 업무를 대상으로하되, 일시적으로 人力을 확보하여야 할 필요가 있는 경우 등에는 그외의 업무에도 허용하며, 使用事業主는 일시적 업무 등에 派遣勤勞者를 사용하고자 하는 경우에는 勞動組合 또는 勤勞者를 代表하는 者와 사전에 성실히 協議하도록 함(案 第5條)2. 勤勞者 派遣期間은 원칙적으로 1年을 초과할 수 없도록 하되, 派遣事業主·使用事業主·派遣勤勞者간의 합의로 1年의 범위안에서 연장할 수 있도록 하고, 使用事業主가 2年을 초과하여 계속적으로 派遣勤勞者를 사용하는 경우에는 2年의 기간이 만료된 날의 다음 날부터 派遣勤勞者를 雇傭한 것으로 보도록 함(案 第6條)3. 勤勞者 派遣事業을 하고자 하는 者는 勞動部長官의 許可를 받도록 하되, 그 有效期間은 3年으로 하며, 有效期間이후에도 계속하여 사업을 하고자 하는 경우에는 更新許可를 받도록 함(案 第7條 및 第10條)4. 派遣事業主와 使用事業主가 체결하는 勤勞者 派遣契約에는 派遣勤勞者가 종사할 업무의 내용, 근무하는 事業場의 명칭 및 所在地, 派遣期間, 勤勞者 派遣의 代價 등이 포함되도록 하고, 이를 書面으로 체결하도록함(案 第20條)5. 派遣중인 勤勞者에 대한 勤勞基準法의 적용에 있어서 賃金·災害補償 등에 관한 사항은 당해 派遣勤勞者를雇傭한 派遣事業主가 그 義務를 부담하도록 하고, 勤勞時間·休憩·休日 등의 구체적인 운용에 관하여 는派遣 勤勞者를 실제로 사용하는 使用事業主가 그 義務를 부담하도록 함(案 第34條)6. 派遣중인 勤勞者에 대한 産業安全保健法의 적용에 있어서 産業安全保健法上의 事業主의 義務는 원칙적으로使用事業主가 부담하도록 하되, 一般健康診斷實施義務와 같이 雇傭期間중 지속적으로 강구하여야 할 조치에 관하여는 派遣事業主가 義務를 부담하도록 함(案 第35條)■ 위원회 수정사항□ 수정이유勤勞者 派遣事業의 대상이 될 수 없는 업무의 범위를 일부 조정하고 일시적사유 등에 의하여 派遣勤勞者를 사용하는 경우 그 派遣期間을 명확히 하며 기타 條文의 표현을 修正하려는 것임.□ 수정주요골자1. 案 第5條第2項第2號의 勤勞者 派遣事業의 對象이 될 수 없는 荷役業務의 범위에 港灣荷役業務 뿐만 아니라그 업무성격이 유사한 鐵道小運送業法에 의한 荷役業務 등도 포함시키도록 함.2. 一時的·間歇的으로 人力을 확보할 필요가 있는 경우의 派遣期間을 3개월이내의 필요한 기간으로 하는 등派遣期間을 명확히 함.']",환경노동위원회,[]
150952,  노동조합및노동관계조정법중개정법률안,1998-02-07,정부,1998-02-14,수정가결,제15대 (1996~2000) 제188회,"['■ 제안이유勞動部長官이 담당하고 있는 勞動組合 關聯業務중 일부를 市·道知事에게 移管함으로써 地域經濟發展을 도모하고 勞動組合의 組織對象를 명확히 하며 기타 現行規定의 운영상 나타난 일부 미비점을 보완하려는 것임.■ 주요골자1. 종전에는 解雇된 者는 單位勞動組合의 組合員이 될 수 없도록 하였으나, 앞으로는 사업 또는 事業場을 單位로 조직되지 아니한 單位勞動組合의 경우에는 解雇된 者도 그 單位勞動組合의 組合員이 될 수 있도록 함(案 第2條第4號라目)2. 종전에는 勞動組合의 設立申告, 申告證의 교부 등 勞動組合 關聯業務를 勞動部長官이 담당하도록 하였으나,앞으로는 勞動組合중 2이상의 市·道에 걸쳐있지 아니한 單位勞動組合 關聯業務는 市·道知事에게 移管함(案 第10條, 第12條, 第13條, 第18條, 第21條, 第27條, 第28條, 第31條, 第36條, 第40條, 第42條, 第46條 및 第96條)3. 團體協約의 有效期間이 경과한 후에도 새로운 團體協約이 체결되지 아니한 때에는 종전의 團體協約의 효력을 존속시키는 約定이 있는 경우에 勞·使 當事者 일방은 團體協約을 解止하고자 하는 날의 3月전까지 상대방에게 통보함으로써 團體協約을 解止할 수 있도록 하였으나, 앞으로는 解止通報期間을 3月에서 6月로연장함(案 第32條第3項)■ 위원회 수정사항□ 수정이유案 第2條第4號라目 단서의 事業 또는 事業場을 單位로 조직되지 아니한 單位勞動組合의 경우 解雇된 者를 勤勞者가 아닌 者로 解釋하여서는 아니된다는 規定은 勞動組合의 基本構造가 되는 法 第2條第1號의 勤勞者의 定義와 相衝되는 문제가 있어 法 體制를 혼란시킬 우려가 있으므로 現行대로 유지함.□ 수정주요골자案 第2條第4號라目 단서를 現行대로 유지함.']",환경노동위원회,[]
150951,  근로기준법중개정법률안,1998-02-07,정부,1998-02-14,수정가결,제15대 (1996~2000) 제188회,"['■ 제안이유급속한 産業構造의 변화에 따른 雇傭調整過程에서 경영상 이유에 의한 解雇의 문제가 勞使간 분쟁요인이 되어1997年 3月 勤勞基準法의 制定시에 경영상 이유에 의한 解雇制度가 法制化되고 同 規定의 施行이 2年간 猶豫되었으나 이를 削除하고 경영상 이유에 의한 解雇의 절차적 요건을 보완하려는 것임.■ 주요골자1. 경영악화를 방지하기 위한 사업의 讓渡·引受·合倂의 경우에도 경영상 이유에 의한 解雇의 요건이 되는緊迫한 경영상의 필요가 있는 것으로 보도록 함(案 第31條第1項)2. 使用者는 경영상 이유에 의한 解雇를 하고자 하는 경우에는 男女의 性을 이유로 한 차별을 할 수 없도록하고, 그 解雇를 하고자 하는 날의 60日전까지 勤勞者代表에게 解雇를 피하기 위한 방법 및 解雇의 기준등을 통보하도록 하며, 일정규모이상의 解雇의 경우에는 勞動部長官에게 申告하도록 함(案 第31條第2項 내지 第4項)3. 使用者는 경영상 이유에 의하여 勤勞者를 解雇한 경우에 그 解雇日부터 2年이내에 勤勞者를 채용하고자 할때에는 解雇된 勤勞者가 원하는 경우 그 勤勞者를 우선고용하도록 하는 使用者의 再雇傭努力 義務規定을新設함(案 第31條의2 新設)4. 종전 附則의 施行日에 관한 規定에서는 경영상 이유에 의한 解雇 制度를 1999年 3月 13日부터 施行하도록하였으나,同 規定을 削除하여 앞으로는 이 法 公布日부터 同 制度를 施行할 수 있도록 함(法律 第5309號勤勞基準法 附則 第1條 但書 削除)■ 위원회 수정사항□ 수정이유 및 주요골자경영상 이유로 解雇된 者에 대한 政府의 책임을 강조하기 위하여 政府는 경영상 이유에 의하여 解雇된 勤勞者에 대하여 生計安定, 再就業, 職業訓練 등 필요한 조치를 우선적으로 취하도록 하는 規定을 新設함(案 第31條의2第2項)']",환경노동위원회,[]
150950,  고용보험법중개정법률안,1998-02-07,정부,1998-02-14,원안가결,제15대 (1996~2000) 제188회,"['■ 제안이유최근 景氣沈滯, IMF 사태로 인한 산업전반의 급격한 構造調整으로 대량실직 등 雇傭不安이 심화되고 있어 이를해소할 대책이 시급하고, 특히 政府는 1997年 12月 24日 IMF측과 『失業者 支援擴充, 職業訓練 强化, 勞動市場構造調整 등 政府의 雇傭保險 制度 强化計劃을 1998年 2月중 발표』하기로 합의한 바 있어 失業給與의 最低水準과 最低支給期間을 上向調整하고 失業의 急增 등 雇傭狀態가 극도로 어려운 기간에 한하여 失業給與의 支給期間을 연장하도록 하는 등 失職勤勞者의 生計安定 지원을 확충함으로써 당면한 雇傭不安에 적극 대처하고 勤勞者의 職業生活의 안정을 도모하려는 것임.■ 주요골자1. 종전에는 失職者에게 지급하는 1日 求職給與額을 最低賃金額의 50퍼센트이상이 되도록 하였으나, 앞으로는失職者의 生活安定을 위하여 最低賃金額의 70퍼센트이상이 되도록 함(案 第36條第2項 新設)2. 종전에는 失職者의 年齡과 保險加入期間에 따라 30日 내지 210日동안 求職給與를 지급받을 수 있도록 하였으나, 앞으로는 失業의 急增 등으로 인하여 특별한 失業對策이 필요하다고 인정되는 경우에는 求職給與의支給期間을 60日의 범위 내에서 연장할 수 있도록 함(案 第42條의3 新設)3. 종전에는 賃金額의 1千分의15의 범위 내에서 雇傭保險料率을 決定할 수 있도록 하였으나, 앞으로는 失業給與의 財源擴充을 위하여 賃金額의 1千分의30의 범위 내에서 決定할 수 있도록 함(案 第57條第1項)4. 종전에는 失職者가 求職給與를 지급받을 수 있는 最低支給期間을 30日로 하였으나, 앞으로는 失職者의 生活安定과 再就業促進을 위하여 最低支給期間을 60日로 上向調整함(案 別表)5. 종전에는 雇傭保險 適用事業場에서 12月이상 근무하고 離職하여야 失業給與를 지급받을 수 있었으나, 12月미만 근무하고 離職한 勤勞者도 失業給與를 지급받을 수 있도록 하기 위하여 雇傭保險 適用事業場 근무기간을 6月이상으로 緩和하되, 1999年 6月 30日까지 限時的으로 적용하도록 함(案 附則 第3條)']",환경노동위원회,[]
150949,  중소기업근로자복지진흥법중개정법률안,1998-02-07,정부,1998-02-14,원안가결,제15대 (1996~2000) 제188회,"['■ 제안이유 및 주요골자企業의 倒産과 構造調整 등으로 최근 심각하게 제기되고 있는 失業問題의 解消를 위하여 政府가 추진하는 失業對策事業이 원활히 수행될 수 있도록 勤勞福祉公團이 雇傭政策基本法에 의하여 造成한 資金을 勤勞福祉振興基金의 財源으로 하여 失業對策事業에 사용할 수 있도록 하고,勤勞者의生活向上과雇傭安定支援에관한法律에 의한勤勞者와 그 子女의 學資金 및 醫療費 등의 지원에 勤勞福祉振興基金을 사용할 수 있도록 함.']",환경노동위원회,[]
150948,  고용정책기본법중개정법률안,1998-02-07,정부,1998-02-14,수정가결,제15대 (1996~2000) 제188회,"['■ 제안이유企業의 構造調整過程에서 大量失業이 예상됨에 따라 다수의 失業者가 발생하거나 발생할 우려가 있는 경우에雇傭安定을 도모할 필요가 있다고 인정될 때에는 勞動部長官은 失業對策事業을 직접 실시하거나 勤勞福祉公團에 委託하여 실시할 수 있도록 하고 그 失業對策事業의 실시에 필요한 財源造成에 관한 사항을 정하려는 것임.■ 주요골자1. 勞動部長官은 다수의 失業者가 발생한 경우 등에는 失業者의 취업촉진을 위한 훈련실시, 失業者에 대한 生計費·醫療費 등의 貸付, 雇傭安定을 위한 사업을 실시하는 事業主에 대한 지원 등 失業對策事業을 실시할수 있도록 하고, 필요한 경우에는 이를 勤勞福祉公團에 委託하여 실시할 수 있도록 함(案 第28條)2. 勤勞福祉公團이 失業對策事業을 실시하는 경우에 소요되는 資金은 資金의 借入, 債券發行 등에 의한 財源으로 造成하도록 하고, 이를 中小企業 勤勞者 福祉振興法에 의한 勤勞福祉振興基金의 財源으로 하여 관리·運用하도록 함(案 第28條의2 新設)■ 위원회 수정사항□ 수정이유이 案의 내용중 國家의 기본적 責務인 失業對策事業을 國家나 公共團體인 勤勞福祉公團만이 실시할 수 있도록하고, 채권발행 후 국가가 원리금상환을 보증함에 있어 국회의 동의를 얻도록 하는 것이 바람직하기 때문임.□ 수정주요골자1. 案 第28條第1項第2號중“貸付”를“지원”으로 修正하고 同項第6號를 削除함.2. 案 第28條의4第3項의 後段을 신설하여 정부가 채권의 원리금 상환 보증시 국회의 동의를 얻도록 함.']",환경노동위원회,[]
