,의안번호,의안명,제안일자,제안자구분,의결일자,의결결과,제안회기,제안이유,소관위원회,제안자,발의자,발의자_한글,제안정당,제안자_한글,성별,여성의원 수,정당성향
254,1913469,모자보건법 일부개정법률안,2014-12-31,정부,2015-12-03,대안반영폐기,제19대 (2012~2016) 제330회,"  ■  산후조리원의 안전사고 등에 따른 이용자의 피해를 충실히 배상하도록 하기 위하여 산후조리업자에 대하여 책임보험에 의무적으로 가입하도록 하고, 산후조리업자 및 종사자의 결격사유를 합리적으로 개선하며, 산후조리원 이용요금 및 중도해약 시 환불기준을 게시하도록 하는 등 현행 제도의 운영상 나타난 일부 미비점을 개선ㆍ보완하려는 것임. 가. 모자보건요원의 용어 변경 및 자격기준 확대(안 제2조 및 제10조)의사 등의 자격기준을 갖추고 모자보건사업 및 가족계획사업에 종사하는 모자보건요원을 모자보건전문가로 용어를 변경하고, 자격기준에 한의사를 추가하여 모자보건서비스 지원을 강화함.나. 산후조리업자 및 종사자 결격사유 개선(안 제15조의2)산후조리업자 및 종사자 결격사유 중 금치산자 또는 한정치산자를 피성년후견인 또는 피한정후견인으로 변경하고, 산후조리업자가 18세 미만자, 정신질환자 또는 마약류 중독자 등의 사유로 산후조리원 폐쇄명령을 받은 경우는 결격사유에서 제외하여 해당 사유 종료 후 1년의 기간 제한 없이 산후조리원을 설치ㆍ운영할 수 있도록 함.다. 산후조리업자 및 종사자 예방접종 추가(안 제15조의5)산후조리원에서 영유아나 임산부가 감염되는 것을 예방하기 위하여 산후조리업자 및 종사자는 건강검진 외에 예방접종을 받도록 함.라. 산후조리업자의 책임보험 가입의무 및 미가입에 대한 시정명령 도입(안 제15조의7 및 제15조의10제4호의2 신설)산후조리업자는 감염ㆍ안전사고로 발생한 이용자의 생명ㆍ신체 또는 재산상의 손해를 배상하기 위하여 책임보험에 가입하도록 하고, 책임보험에 가입하지 아니한 경우 시정을 명할 수 있도록 함.마. 산후조리원 이용요금 및 중도해약 시 환불기준 공개(안 제15조의8 신설)산후조리원 이용자의 권리 보호를 강화하기 위하여 산후조리업자는 서비스별 이용요금 및 중도해약 시 환불기준을 산후조리원과 인터넷 홈페이지에 게시하도록 함.  ",보건복지위원회,[],정부,,정부,[],,0,
255,1913454,환경보건법 일부개정법률안,2014-12-30,의원,2015-12-31,대안반영폐기,제19대 (2012~2016) 제330회,"   현행법은 어린이, 노인, 임산부 등 환경오염물질의 노출에 민감한 계층의 환경보건을 특별히 관리하도록 하고, 어린이집의 보육실, 유치원의 교실, 어린이놀이시설 등 어린이활동공간에 사용되는 마감재？바닥재 등에 함유된 유해화학물질의 법적 허용 최고치 등 환경안전관리기준을 정하여 어린이활동공간의 시설 소유자 등이 준수하도록 하고 있음.그러나 현재 환경보건법의 적용을 받는 어린이활동공간은 전체 시설중 약 35%에 불과하고, 노인, 임산부 활동공간의 환경보건에 대해서는 법적인 관리가 되고 있지 않음.이에 어린이, 노인, 임산부 등의 활동공간에 대한 환경보건 실태조사 등을 통하여 민감계층의 유해화학물질 노출을 줄일 수 있는 정책 수립에 활용할 수 있도록 하고, 어린이활동공간 관리·소유자에 대한 환경보건교육을 실시하여 어린이건강보호에 대한 인식전환이 필요하며, 또한 어린이활동공간의 환경안전관리기준 준수여부를 확인하는 검사기관이 받는 수수료의 단가를 시장에서 자율적으로 결정되도록 하여 관련 산업의 활성화를 유도할 필요가 있음. 가. 환경부장관 또는 시·도지사는 환경유해인자 노출에 민감한 계층의 활동공간 등에 대한 실태조사를 실시하도록 함(안 제14조의2 신설).나. 환경부장관 또는 시·도지사, 교육감은 어린이활동공간 환경안전기준 준수 여부에 대한 확인검사를 받지 않은 관리자나 소유자에게 확인검사를 받도록 명할 수 있도록 함(안 제23조제9항 신설).다. 어린이활동공간의 관리자 소유자에게 환경보건에 관한 교육을 실시 할 수 있는 근거 신설(안 제23조의3 신설).라. 환경부장관이 정하는 어린이활동공간 검사기관의 검사 수수료를 검사기관이 자율적으로 정하도록 함(안 제29조의2).마. 확인검사를 받지 않은 경우에 부과하는 벌칙을 과태료로 조정하고, 확인검사 명령 미 이행시에 벌칙을 부과하도록 개선(안 제31조제2항제1호, 제33조제1항).  ",환경노동위원회,"['권성동(새누리당/權性東)', '강기윤(새누리당/姜起潤)', '김을동(새누리당/金乙東)', '김재경(새누리당/金在庚)', '김진태(새누리당/金鎭台)', '김회선(새누리당/金會瑄)', '송영근(새누리당/宋泳勤)', '양창영(새누리당/楊昶榮)', '이운룡(새누리당/李雲龍)', '정문헌(새누리당/鄭文憲)', '정수성(새누리당/鄭壽星)', '홍지만(새누리당/洪志晩)']",권성동(새누리당/權性東),권성동,새누리당,"['권성동', '강기윤', '김을동', '김재경', '김진태', '김회선', '송영근', '양창영', '이운룡', '정문헌', '정수성', '홍지만']",남성,1,보수
256,1913429,채용절차의 공정화에 관한 법률 일부개정법률안,2014-12-30,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제330회,"  ■   및  고용정책에 관한 기본법인 「고용정책기본법」은 근로자를 모집·채용하는 경우 합리적인 이유 없이 신체조건을 이유로 구직자를 차별하는 것을 금지하고 있으며, 「남녀고용평등과 일·가정 양립 지원에 관한 법률」에서도 여성 근로자를 모집·채용할 때 그 직무의 수행에 필요하지 아니한 용모·키·체중 등의 신체적 조건 등을 제시하거나 요구하는 것을 금지하고 있음.그러나 많은 기업들이 구직자의 자기소개서, 이력서 등에 사진을 부착하도록 요구하고 있어 근로자의 모집·채용 단계에서 용모 등 신체적 조건으로 인한 차별 가능성을 높이고 있음.이에 구인자로 하여금 구직자에게 기초심사자료에 사진을 부착하게 하는 등 그 직무의 수행에 필요하지 아니한 용모·키·체중 등의 신체적 조건을 나타내도록 요구하지 못하게 규정함으로써 채용절차의 공정성을 확보하려는 것임(안 제4조의2 신설).  ",환경노동위원회,"['장병완(새정치민주연합/張秉浣)', '강기정(새정치민주연합/姜琪正)', '김동철(새정치민주연합/金東喆)', '김승남(새정치민주연합/金承南)', '김영록(새정치민주연합/金瑛錄)', '박남춘(새정치민주연합/朴南春)', '박민수(새정치민주연합/朴敏秀)', '서기호(정의당/徐基鎬)', '이개호(새정치민주연합/李介昊)', '조정식(새정치민주연합/趙正湜)']",장병완(새정치민주연합/張秉浣),장병완,새정치민주연합,"['장병완', '강기정', '김동철', '김승남', '김영록', '박남춘', '박민수', '서기호', '이개호', '조정식']",남성,0,진보
257,1913428,아동·청소년의 성보호에 관한 법률 일부개정법률안,2014-12-30,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제330회,"  ■   및  현행법은 여성가족부장관이 아동·청소년의 친권자 또는 법정대리인이 있는 가구, 어린이집의 원장, 유치원의 장 등에게 아동·청소년대상 성범죄자의 성명·나이·주소 등을 고지하는 고지명령을 우편으로 집행하도록 규정하고 있음.그러나 아동·청소년의 친권자 또는 법정대리인 등이 성범죄자 현황을 확실히 파악할 수 있도록 우편 외에도 고지명령 집행 전달수단을 다양화할 필요가 있음.이에 여성가족부장관이 우편 외에 전자메일 송부에 동의한 자에게는 전자메일로도 고지명령을 집행할 수 있도록 함으로써 아동·청소년대상 성범죄자의 정보를 확실히 전달하고 잠재적 성범죄로부터 아동·청소년을 보호하려는 것임(안 제51조).  ",여성가족위원회,"['장병완(새정치민주연합/張秉浣)', '강기정(새정치민주연합/姜琪正)', '강창일(새정치민주연합/姜昌一)', '김승남(새정치민주연합/金承南)', '김영록(새정치민주연합/金瑛錄)', '백재현(새정치민주연합/白在鉉)', '서기호(정의당/徐基鎬)', '유승희(새정치민주연합/兪承希)', '윤관석(새정치민주연합/尹官石)', '이개호(새정치민주연합/李介昊)', '이종걸(새정치민주연합/李鍾杰)']",장병완(새정치민주연합/張秉浣),장병완,새정치민주연합,"['장병완', '강기정', '강창일', '김승남', '김영록', '백재현', '서기호', '유승희', '윤관석', '이개호', '이종걸']",남성,1,진보
258,1913414,아이돌봄 지원법 일부개정법률안,2014-12-30,정부,2015-11-12,대안반영폐기,제19대 (2012~2016) 제330회,"  ■   및  현재 아이돌봄 서비스를 제공하는 기관이 휴업이나 폐업을 하려는 경우에는 관할 지방자치단체의 장에게 신고하도록 하고 있으나, 아이돌봄 서비스를 제공하는 기관은 관할 지방자치단체의 장으로부터 지정을 받고 여성가족부장관이 운영비용의 일부를 지원하면서 관리 및 평가를 하고 있을 뿐만 아니라 지정서에 따라 아이돌봄 서비스기관 지정 약정을 해지하기 전에 통보하도록 하고 있는 점 등을 고려하여 실효성이 적은 아이돌봄 서비스 제공기관의 휴업 또는 폐업 신고의무 제도를 폐지하려는 것임.  ",여성가족위원회,[],정부,,정부,[],,0,
259,1913393,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2014-12-30,정부,2016-05-29,임기만료폐기,제19대 (2012~2016) 제330회,"    및  육아는 여성만이 아닌 남녀 모두의 책임이자 권리라는 인식을 조성하기 위하여 육아휴직의 명칭을 부모육아휴직으로 변경하고, 여성 근로자의 경력단절을 예방하고 일과 육아를 병행할 수 있도록 지원하기 위하여 육아기 근로시간 단축을 사용할 수 있는 기간을 1년에서 최대 2년으로 연장하며, 부모육아휴직 및 육아기 근로시간 단축을 3회까지 나누어 사용할 수 있도록 하되, 부모육아휴직만 사용하는 경우에는 2회까지 나누어 사용할 수 있도록 하려는 것임.  ",환경노동위원회,[],정부,,정부,[],,0,
260,1913333,여성발전기본법 일부개정법률안,2014-12-29,의원,2015-05-29,대안반영폐기,제19대 (2012~2016) 제330회,  ■   및  매년 여성가족부가 발표하는 성희롱 방지조치 부진기관을 분석한 결과를 보면 일부 대학에서 성희롱 예방교육 등 성희롱을 방지하기 위한 조치가 부실하게 이루어지고 있는 것으로 나타났음.현행 여성가족부장관은 성희롱 방지 조치 부진에 대한 사항이 기관 평가에 반영될 수 있도록 기관이나 단체의 장에게 요구할 수 있도록 하고 있음. 하지만 대학의 경우 성희롱 예방 조치 부진에 대해 이를 반영할 수 있는 법적 근거가 마련되어 있지 않음.이에 성희롱 방지 조치가 부진한 대학의 경우 이를 대학 평가에 반영하도록 하려는 것임(안 제31조제6항제5호 신설).  ,여성가족위원회,"['박혜자(새정치민주연합/朴惠子)', '강기정(새정치민주연합/姜琪正)', '김동철(새정치민주연합/金東喆)', '박주선(새정치민주연합/朴柱宣)', '박홍근(새정치민주연합/朴洪根)', '배재정(새정치민주연합/裵在禎)', '유기홍(새정치민주연합/柳基洪)', '윤관석(새정치민주연합/尹官石)', '임내현(새정치민주연합/林來玄)', '장병완(새정치민주연합/張秉浣)']",박혜자(새정치민주연합/朴惠子),박혜자,새정치민주연합,"['박혜자', '강기정', '김동철', '박주선', '박홍근', '배재정', '유기홍', '윤관석', '임내현', '장병완']",여성,2,진보
261,1913330,정신보건법 일부개정법률안,2014-12-29,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제330회,"    및  정신질환자의 치료, 재활 및 장애극복과 사회복귀 촉진을 위해서는 정신보건전문요원의 역할은 매우 중요하다 할 것임. 이를 위해서는 전문요원의 자격을 보다 엄격히 할 필요가 있음.하지만 현행법에서는 전문요원의 결격사유에 성범죄자에 대한 제한이 없어 이를 보완할 필요가 있음.이에 정신보건전문요원의 결격사유에 성범죄자를 포함함으로써 전문요원의 자격 요건을 엄격히 하려는 것임(안 제7조의2제4호 신설).  ",보건복지위원회,"['박혜자(새정치민주연합/朴惠子)', '강기정(새정치민주연합/姜琪正)', '김동철(새정치민주연합/金東喆)', '도종환(새정치민주연합/都鐘煥)', '박주선(새정치민주연합/朴柱宣)', '박홍근(새정치민주연합/朴洪根)', '배재정(새정치민주연합/裵在禎)', '유기홍(새정치민주연합/柳基洪)', '윤관석(새정치민주연합/尹官石)', '임내현(새정치민주연합/林來玄)', '장병완(새정치민주연합/張秉浣)']",박혜자(새정치민주연합/朴惠子),박혜자,새정치민주연합,"['박혜자', '강기정', '김동철', '도종환', '박주선', '박홍근', '배재정', '유기홍', '윤관석', '임내현', '장병완']",여성,2,진보
262,1913327,자본시장과 금융투자업에 관한 법률 일부개정법률안,2014-12-29,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제330회,"    및  현행법은 사업보고서에 회사의 목적？상호？사업내용, 임원 보수, 임원 개인별 보수, 재무사항 등을 기재하도록 하고 있음. 그런데 보수를 제외한 임원에 관한 기본적인 사항에 대해서는 법에 기재여부가 명시되어 있지 않음.특히 1.9%로 세계 최하위권인 여성 임원 비율을 높이기 위하여 정부는 지난해부터 사업보고서에 임원성별을 표기하도록 하였는데, 민간기업의 여성 임원 확대 독려라는 정책적 필요에 따라 추가된 항목이므로, 금융감독원의 공시서식을 변경하는 방식보다는 법에 명시적인 근거를 둘 필요가 있음.이에 상장법인이 제출하는 사업보고서에 성별, 등기여부 등 임원에 관한 사항이 포함됨을 법에 명시하려는 것임(안 제159조제2항제4호 신설).  ",정무위원회,"['박혜자(새정치민주연합/朴惠子)', '강기정(새정치민주연합/姜琪正)', '김동철(새정치민주연합/金東喆)', '도종환(새정치민주연합/都鐘煥)', '박주선(새정치민주연합/朴柱宣)', '박홍근(새정치민주연합/朴洪根)', '배재정(새정치민주연합/裵在禎)', '유기홍(새정치민주연합/柳基洪)', '윤관석(새정치민주연합/尹官石)', '임내현(새정치민주연합/林來玄)', '장병완(새정치민주연합/張秉浣)']",박혜자(새정치민주연합/朴惠子),박혜자,새정치민주연합,"['박혜자', '강기정', '김동철', '도종환', '박주선', '박홍근', '배재정', '유기홍', '윤관석', '임내현', '장병완']",여성,2,진보
263,1913307,모자보건법 일부개정법률안,2014-12-29,위원장,2014-12-29,원안가결,제19대 (2012~2016) 제330회,"  1.  지난 ’11년 3월 민법개정안 국회 통과에 따라 판단능력이 불완전한 장애인과 노인을 위해 재산의 관리, 사회복지의 수혜, 기타 사회생활에 필요한 사무를 처리할 수 있는 성년후견제도가 도입되어 시행됨. 이처럼 종전의 한정치산·금치산 제도가 폐지되었음에도 이 법에는 여전히 이와 같은 용어들이 존재하여 이를 정비함.한편, 신생아와 산모가 이용하는 산후조리원은 엄격한 건강ㆍ위생 관리가 필요한 시설이기 때문에 현행 「모자보건법」에도 산후조리업자의 준수사항을 상세하게 규정하고 있으나, 산후조리원 내의 신생아 감염 사고가 빈번히 발생하고 있음.이에 산후조리원 이용기간 중 발생할 수 있는 감염사고 등으로 인하여 이용자에게 손해를 발생하게 한 때에는 산후조리업자에게 손해배상책임이 있음을 명시하고, 그 손해를 보장하기 위하여 산후조리업자가 책임보험에 가입하도록 의무화함.또한 산후조리업자가 산후조리원의 서비스별 이용요금을 홈페이지 등을 통하여 이를 공시하도록 하고 이를 위반하는 경우 과태료를 부과하여 산후조리원 이용요금의 투명성을 제고하고 이용자들의 편의를 제고함.2.  가. 산후조리업 신고시 책임보험 가입을 그 요건으로 함(안 제15조제1항).나. 산후조리업 설치·운영의 결격사유에 금치산자 또는 한정치산자를 피성년후견인 또는 피한정후견인으로 함(안 제15조의2제1호).다. 산후조리업자는 산후조리원 이용으로 인한 감염사고 등으로 이용자에게 손해를 입힌 경우에는 그 손해를 배상할 책임이 있고, 이를 보장하기 위하여 책임보험에 가입하도록 함(안 제15조의15 신설).라. 산후조리업자는 해당 산후조리원 이용시 제공되는 서비스의 내용과 요금체계를 그 산후조리원과 인터넷홈페이지 등에 게시하여야 함(안 제15조의16 신설).  ",보건복지위원회,[],위원장,,위원장,[],,0,
264,1913293,정신보건법 일부개정법률안,2014-12-29,위원장,2014-12-29,원안가결,제19대 (2012~2016) 제330회,"  1.  여성의 정신질환에 대한 이해도를 제고하기 위하여 정신보건사업계획에 포함되는 생애주기별 정신건강증진사업을 성별·생애주기별 정신건강증진사업으로 구성하고,정신보건시설에서의 인권침해를 예방함으로써 정신질환자의 인권을 보호하고 정신보건시설의 올바른 운영을 도모하기 위하여 정신보건시설의 장의 의무를 구체화하며,인권교육기관 및 정신보건전문요원 자격의 관리를 엄격히 하기 위하여 인권교육기관의 지정취소와 정신보건전문요원의 자격취소 규정을 마련하고,파산선고자의 경제적 회생을 지원하고 건전한 사회인으로 생활할 수 있도록 하기 위하여 정신보건전문요원의 결격사유에서 파산선고를 받은 자로서 복권되지 아니한 자를 제외하며,「민법」개정(2011.3.7.개정, 2013.7.1.시행)으로 종전의 금치산·한정치산 제도가 폐지되고 성년후견제가 도입됨에 따라, 잔존하는 금치산자 및 한정치산자규정을 정비하고,양벌규정과 관련하여, 영업주의 과실유무와 상관없이 양벌규정을 적용하여 처벌하는 것은 책임주의원칙에 어긋난다는 헌법재판소의 위헌결정(2005헌가10) 취지를 고려하여 책임주의를 구현하도록 양벌규정을 완화하는 등 현행 제도의 운영상 나타난 일부 미비점을 개선ㆍ보완하려는 것임.2.  가. 지방자치단체(장)에 ‘세종특별자치시(장)’을 추가하여 명확히 규정함(안 제4조의2 및 제4조의3).나. 정신보건사업계획에 성별 정신건강증진사업을 포함함(안 제4조의3).다. 정신보건시설의 장은 정신질환자와 보호의무자에게 이 법에 따른 권리와 행사 방법을 알리도록 하고 관련 서류를 시설 내 비치하도록 하는 등 정신보건시설의 장의 의무를 구체적으로 규정함(안 제6조).라. 인권교육기관의 업무정지·지정취소 및 정신보건전문요원의 자격정지·자격취소 근거를 마련함(안 제6조의2 및 제7조의3).마. 정신보건전문요원 결격사유에서 파산선고를 받은 자로서 복권되지 아니한 자를 제외함(안 제7조의2제2호 삭제).바. 정신보건전문요원의 결격사유에서 한정치산자는 단순 삭제하되 금치산자는 피성년후견인으로 대체 규정함(안 제7조의2제1호).사. 정신질환자의 보호의무자 결격사유에서 ‘금치산자·한정치산자’를 ‘피성년후견인·피한정후견인’으로 대체 규정함(안 제21조제1항제1호).아. 징역 1년 당 1천만원의 비율로 벌금액을 조정함(안 제55조, 제56조 및 제57조).자. 헌법재판소의 결정 취지를 반영하여 양벌규정에 법인 등이 관리·감독 의무를 다하였을 경우 형을 부과하지 아니하도록 규정하는 내용을 단서로 신설함(안 제58조 단서 신설).차. 과태료 이의제기 절차는 「질서위반행위규제법」에서 규정하고 있으므로, 기존의 과태료 부과 절차 규정을 정비함(안 제59조).  ",보건복지위원회,[],위원장,,위원장,[],,0,
265,1913255,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2014-12-26,의원,2015-12-31,대안반영폐기,제19대 (2012~2016) 제330회,"  ■   및  현행 「남녀고용평등과 일·가정 양립 지원에 관한 법률」은 고용노동부장관이 ‘남녀고용평등 실현과 일？가정의 양립에 관한 기본계획’(이하 “기본계획”이라 한다)을 수립하도록 되어 있음.그러나 기본계획을 수립하고도 기간을 규정하지 않아, 계획 수립 후 추가 계획수립 시기가 명확하지 않음. 이에 기본계획 수립에 대한 고용노동부 소관 법률 등에서 규정하는 5년을 적용하여, 기본계획을 5년에 한 번 수립하도록 함(안 제6조의2제1항).또한, 기본계획을 수립할 경우, 반드시 지난 계획에 대한 평가를 수행하고, 그 과정에서 국민과 관계 전문가가 참여하는 공청회 등을 개최하도록 하며, 기본계획 수립 시 국회에 보고하도록 함(안 제6조의2제3항？제4항).  ",환경노동위원회,"['이석현(새정치민주연합/李錫玄)', '김관영(새정치민주연합/金寬永)', '김동철(새정치민주연합/金東喆)', '박광온(새정치민주연합/朴洸瑥)', '배재정(새정치민주연합/裵在禎)', '부좌현(새정치민주연합/夫佐炫)', '송호창(새정치민주연합/宋皓彰)', '안규백(새정치민주연합/安圭伯)', '유은혜(새정치민주연합/兪銀惠)', '은수미(새정치민주연합/殷秀美)', '이윤석(새정치민주연합/李潤錫)', '이인영(새정치민주연합/李仁榮)', '장하나(새정치민주연합/張하나)', '한명숙(새정치민주연합/韓明淑)', '한정애(새정치민주연합/韓貞愛)']",이석현(새정치민주연합/李錫玄),이석현,새정치민주연합,"['이석현', '김관영', '김동철', '박광온', '배재정', '부좌현', '송호창', '안규백', '유은혜', '은수미', '이윤석', '이인영', '장하나', '한명숙', '한정애']",남성,5,진보
266,1913177,영유아보육법 일부개정법률안,2014-12-23,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제330회,"  ■   및  현행법은 영아·장애아·다문화가족의 아동 등에 대한 보육을 취약보육으로 규정하고 국가나 지방자치단체, 사회복지법인, 그 밖의 비영리법인이 설치한 어린이집의 경우 취약보육을 우선적으로 실시하도록 하고 있음.그런데 북한이탈주민의 경우에도 다문화가족과 마찬가지로 우리 사회에 적응하거나 정착하는 데 많은 어려움을 겪고 있는 사회적 약자임에도 불구하고 현행법에는 그에 관한 근거규정이 마련되어 있지 않음.이에 취약보육의 범위에 북한이탈주민의 영유아도 포함시키는 것을 명시적으로 규정함으로써 보다 실질적이고 적극적인 지원을 위한 기초를 마련하려는 것임(안 제26조제1항).  ",보건복지위원회,"['신경민(새정치민주연합/辛京珉)', '김경협(새정치민주연합/金炅俠)', '김기준(새정치민주연합/金基俊)', '박남춘(새정치민주연합/朴南春)', '박민수(새정치민주연합/朴敏秀)', '심재권(새정치민주연합/沈載權)', '원혜영(새정치민주연합/元惠榮)', '이개호(새정치민주연합/李介昊)', '임수경(새정치민주연합/林秀卿)', '장하나(새정치민주연합/張하나)']",신경민(새정치민주연합/辛京珉),신경민,새정치민주연합,"['신경민', '김경협', '김기준', '박남춘', '박민수', '심재권', '원혜영', '이개호', '임수경', '장하나']",남성,2,진보
267,1913090,저출산·고령사회기본법 일부개정법률안,2014-12-16,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제330회,"  ■   및  통계청에 따르면 2013년도 우리나라의 합계출산율(15세∼49세의 가임기여성 1명이 평생 낳을 것으로 예상되는 평균출생아 수)은 세계 최하위에 머무르고 있는 반면, 고령화의 속도는 세계에서 가장 빠르게 증가하는 등 저출산 및 고령화로 인한 사회변화는 매우 심각한 실정임.이와 관련, 우리나라는 저출산·고령화에 대비하여 2005년에 「저출산·고령사회기본법」을 제정하여 시행하고 있으나 저출산·고령화의 개선에는 역부족인 상황임.이러한 현실에서 저출산·고령사회 환경에 보다 실질적으로 대응하기 위하여 국가와 지방자치단체의 재정이 저출산·고령사회 변화를 개선하는 방향으로 분배 운용되어야 할 필요성이 증대하고 있음.이에 따라 국가와 지방자치단체에 “저출산·고령사회 예산”을 실시하도록 하고, 이를 위한 “저출산·고령사회 통계”를 산출·활용할 수 있도록 함으로써 우리나라의 저출산 및 고령화에 따른 사회변화를 보다 긍정적으로 개선하려는 것임(안 제23조의2 및 제23조의3 신설).  ",보건복지위원회,"['박윤옥(새누리당/朴允玉)', '김기선(새누리당/金起善)', '김제식(새누리당/金濟植)', '문정림(새누리당/文靜林)', '신경림(새누리당/辛瓊林)', '윤명희(새누리당/尹明熙)', '이명수(새누리당/李明洙)', '이종진(새누리당/李鐘鎭)', '이한성(새누리당/李翰成)', '함진규(새누리당/咸珍圭)']",박윤옥(새누리당/朴允玉),박윤옥,새누리당,"['박윤옥', '김기선', '김제식', '문정림', '신경림', '윤명희', '이명수', '이종진', '이한성', '함진규']",여성,4,보수
268,1913049,사회복지사업법 일부개정법률안,2014-12-11,의원,2015-12-31,대안반영폐기,제19대 (2012~2016) 제329회,"  ■   및  사회복지사는 청소년, 노인, 여성, 가족, 장애인 등 다양한 사회적, 개인적 욕구를 가진 사람들의 문제에 대한 사정과 평가를 통해 문제 해결을 돕고 지원하는 역할을 하고 있음. 그리고 그 활동영역이 사회복지기관 및 시설 뿐 아니라 학교복지사, 자원봉사활동복지사, 교정사회복지사, 군사회복지사, 산업사회복지사 등으로 확장되고 있음.현행법은 사회복지사가 중대한 범죄행위를 저지르고도 사회복지사의 자격정지 및 자격취소에 대한 규정이 없기 때문에 자격이 그대로 유지되는 문제점이 있음. 특히 자신이 돌보던 지적장애인 등을 성폭행 시도하거나, 장애인 보호시설에서 지적장애인을 대상으로 사회복지사가 성폭력을 저지르는 등 문제가 발생하고 있음에도 근거규정 미비로 자격취소나 자격정지 등의 조치를 취하지 못하고 있는 실정임.따라서 사회복지사 자격의 정지 및 취소요건에 대한 법적근거를 마련함으로써 사회적 안전망을 확보하여 국민의 복지서비스 향상에 이바지하려는 것임(안 제11조의3 및 제11조의4 신설).  ",보건복지위원회,"['염동열(새누리당/廉東烈)', '강은희(새누리당/姜恩姬)', '김명연(새누리당/金明淵)', '김제식(새누리당/金濟植)', '김한표(새누리당/金漢杓)', '서상기(새누리당/徐相箕)', '이에리사(새누리당/李에리사)', '이우현(새누리당/李愚鉉)', '이인제(새누리당/李仁濟)', '함진규(새누리당/咸珍圭)']",염동열(새누리당/廉東烈),염동열,새누리당,"['염동열', '강은희', '김명연', '김제식', '김한표', '서상기', '이에리사', '이우현', '이인제', '함진규']",남성,2,보수
269,1913043,모자보건법 일부개정법률안,2014-12-11,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제329회,"  ■   및  최근 한국소비자원이 “1372소비자상담센터”에 접수된 산후조리원 관련 상담내용을 분석해 발표한 바에 따르면 2014년 상반기 상담내용 중 질병감염 또는 신생아 상해 등 안전사고에 관한 사항이 15.1%에 달하고 있으나 현행법에서는 이에 대한 손해배상 기준이 마련되어 있지 않은 실정임.한편, 현행법에서는 산후조리업자에게 임산부나 영유아에게 감염 또는 질병이 의심되거나 발생한 경우 또는 화재·누전 등의 안전사고로 인한 인적 피해가 발생한 경우에는 즉시 의료기관으로 이송하는 등 필요한 조치를 하고 그 이송 사실을 지체 없이 산후조리원의 소재지를 관할하는 보건소장에게 보고하도록 규정하고 있으나, 이를 위반하여도 100만원 이하의 가벼운 행정처분에 그치고 있어 산후조리원이 필요조치나 보고 등을 게을리하여 산후조리원에 입소한 임산부나 영아의 안전에 문제가 되고 있음.따라서 임산부나 영유아의 감염사고 등으로 인한 피해발생 시 이를 배상할 수 있는 법적근거를 마련하고, 임산부나 영유아의 감염 등의 발생 시 산후조리업자의 의무 불이행에 따른 처벌규정을 강화함으로써 임산부와 영유아의 안전을 강화하려는 것임(안 제15조의15·제26조제2항 및 제27조제1항 신설).  ",보건복지위원회,"['박광온(새정치민주연합/朴洸瑥)', '강동원(새정치민주연합/姜東遠)', '김성곤(새정치민주연합/金星坤)', '김승남(새정치민주연합/金承南)', '김현미(새정치민주연합/金賢美)', '부좌현(새정치민주연합/夫佐炫)', '신경민(새정치민주연합/辛京珉)', '신정훈(새정치민주연합/辛正勳)', '이개호(새정치민주연합/李介昊)', '이원욱(새정치민주연합/李元旭)', '정세균(새정치민주연합/丁世均)', '최동익(새정치민주연합/崔東益)', '최재성(새정치민주연합/崔宰誠)']",박광온(새정치민주연합/朴洸瑥),박광온,새정치민주연합,"['박광온', '강동원', '김성곤', '김승남', '김현미', '부좌현', '신경민', '신정훈', '이개호', '이원욱', '정세균', '최동익', '최재성']",남성,1,진보
