,의안번호,의안명,제안일자,제안자구분,의결일자,의결결과,발의자,제안회기,제안이유,소관위원회,제안자,제안정당,성별,여성의원 수
39,150942,  정부조직법개정법률안,1998-02-04,의원,1998-02-17,대안반영폐기,박상천,제15대 (1996~2000) 제188회,"당면한 경제위기를 극복하고 21세기 국가도약의 기반을 구축하기 위하여 정부조직의 구조조정을 통한 정부의역할과 기능을 재정립함으로써 민주적이고 경쟁력 있는 서비스 정부를 구현하고, 새로운 행정환경의 변화에 적합한 국정운영시스템을 마련하기 위하여 중앙행정기관의 조직을 전면적으로 개편하는 한편, 과단위 기구의 설치권한을 각 부처에 위임하는 등 조직운영에 대한 자율성과 탄력성을 강화하려는 것임. 1. 각 부처의 조직관리에 대한 자율성을 강화하기 위하여 과단위 보조기관의 설치와 사무분장을 총리령 또는부령으로 정할 수 있도록 함(안 제2조제4항)2. 행정각부 장관의 소속청  외국에 대한 직무권한의 범위를 중요정책의 수립에 관한 사항으로 축소함(안제7조제4항)3. 국가행정기관의 설치근거를 일원화하기 위하여 대통령비서실 다음에 대통령경호실의 설치근거를 신설함(안제15조)4. 대통령의 국정관리 역량을 강화하기 위하여 대통령소속으로 기획예산처를 신설함(안 제16조)5. 여성의 지위향상을 위한 여성특별위원회와 중소기업 육성을 위한 중소기업특별위원회를 신설함(안 제18조)6. 국무총리의 정책조정  심사평가기능을 강화하기 위하여 행정조정실을 국무조정실로 개편함(안 제20조)7. 공보처를 폐지하고, 국정홍보  홍보업무 조정에 관하여 국무총리를 보좌하기 위하여 국무총리밑에 공보실을 설치하며, 방송관련 기능을 정보통신부로 이관하고, 출판·간행물·해외홍보 기능은 문화부로 이관함(안 제21조·제35조  제38조)8. 부총리를 폐지하고, 장관급인 법제처  국가보훈처를 차관급으로 축소개편함(안 제23조 내지 제25조)9. 부총리제의 폐지에 따라 재정경제원을 재정경제부로, 통일원을 통일부로 개편하고, 민주평화통일자문회의사무처를 폐지하고 그 기능을 통일부에서 관장토록 함(안 제27조·제28조  부칙제4조)10. 통상행정체제를 일원화하기 위하여 외무부를 외교통상부로 개편하고, 외교통상부장관밑에 통상교섭담당본부를 두며, 통상교섭담당본부의 보조기관은 조직운영의 탄력성을 확보하기 위하여 그 명칭을 일반적인 보조기관의 명칭과 달리 정할 수 있도록 함(안 제2조제8항  제27조)11. 총무처와 내무부를 행정자치부로 통합함(안 제32조)12. 과학기술 정책의 효율적 추진을 위하여 과학기술처를 과학기술부로 개편함(안 제34조)13. 문화체육부, 농림부와 통상산업부의 기관명칭을 각각 문화부, 농수산부와 산업자원부로 개칭함(안 제35조,제36조  제37조)14. 환경친화적인 산림행정을 도모하기 위하여 농림부소속의 산림청을 환경부소속으로 변경함(안 제39조)15. 식품  의약품에 대한 안전관리 기능을 강화하기 위하여 보건복지부장관소속하에 식품의약품안전청을 신설함(안 제40조)16. 해양수산부를 폐지하고, 농수산부장관소속하에 수산청을, 건설교통부장관소속하에 해운항만청을 각각 신설하며, 해양경찰청을 경찰청과 통합함(안 제32조제3항, 제36조  제42조제5항)17. 비대화된 행정조직을 간소화 하기 위하여 차관급 기관인 조달청·병무청·농촌진흥청  산림청을 1급기관으로 하향 조정함(안 제27조제8항, 제31조제4항, 제36조제6항  제39조제3항)18. 공정하고 중립적인 인사운영을 위하여 대통령소속하에 중앙인사위원회를 설치함(안 부칙제4조)",행정위원회,"['박상천', '박상천', '구천서', '국창근', '김인곤', '남궁진', '류선호', '류재건', '박신원', '변웅전', '신기남', '이석현', '이석현', '이양희', '이재선', '이정무', '정상천', '정세균', '조한천', '조한천', '한영애', '김원길', '김일주', '김종배', '김종필', '김종학', '김진배', '김충조', '김칠환', '김태식', '김한길', '김허남', '김현욱', '김홍일', '박광태', '박구일', '박상규', '박정수', '박정훈', '박준규', '박찬주', '박철언', '박태준', '방용석', '배종무', '설훈', '손세일', '송현섭', '신낙균', '안동선', '양성철', '어준선', '오용운', '윤철상', '이건개', '이긍규', '이기문', '이길재', '이동복', '이동원', '이상만', '이상수', '이성재', '이영일', '이원범', '이윤수', '이인구', '이태섭', '이해찬', '이협', '임복진', '임채정', '장성원', '장영달', '장재식', '정균환', '정동영', '정동채', '정상구', '정석모', '정우택', '정일영', '정한용', '정호선', '정희경', '조성준', '조순승', '조순형', '조영재', '조찬형', '조홍규', '지대섭', '채영석', '천용택', '천정배', '최선영', '최재승', '최희준', '추미애', '한영수', '한호선', '한화갑', '함석재', '허남훈']",새정치국민회의,남성,3
40,150912,  모자보건법중개정법률안,1997-11-28,의원,1999-01-06,대안반영폐기,김병태,제15대 (1996~2000) 제185회,"우리나라에서는 태아의 생명보호의 임무를 다하기 위하여 형법에 낙태금지규정을 두고, 모자보건법에서 규정하는 허용사유가 있을 경우에만 인공임신중절수술을 가능하게 하도록 하고 있음. 전세계적으로 전체임신중 24％∼32％에 해당하는 연간 4,000만건∼6,000만건의 인공임신중절수술이 시행되고 있으며 우리나라도 인공임신중절수술의 건수도 가임여성 1인당 평균 2·3회 정도의 경험이 있는 것으로 알려지고 있음. 그러나 현행 모자보건법상 허용범위  허용기간, 절차규정의 미비 등으로 인해 인공임신중절수술이 무리없이 이루어지고 있는 실정이기 때문에 인공임신중절수술이 늘어나고 있음. 이에 임산부의 건강권과 태아의 생명권을 함께 존중하면서인공임신중절수술의 허용범위  기간, 절차규정을 보다 자세히 규정함으로써 임산부의 건강권과 태아의 생명권을 함께 존중하고자 함. 1. 인공임신중절수술의 허용사유중 유전학적 정신장애나 신체질환을 구체화함(안 제14조제1항제1호)2. 임신의 지속이 보건의학적 이유로 모체  태아의 건강을 심히 해하고 있을 때 인공임신중절수술을 허용하도록 함(안 제14조제1항제4호)3. 형법상 처벌될 수 있는 성범죄로 인하여 임신된 경우를 허용사유로 하여 윤리적 적응사유를 확대함(안 제14조제1항제5호)4. 인공임신중절수술의 허용기간을 임신한 날로부터 20주이내로 단축함(안 제14조제2항)",보건복지위원회,"['김병태', '김성곤', '류선호', '박정훈', '배종무', '설훈', '안동선', '윤철상', '이기문', '장영달', '정동영', '정세균', '정한용', '정호선', '조성준', '조한천', '천용택', '최희준', '추미애', '한화갑']",새정치국민회의,남성,1
41,150876,  영유아보육법중개정법률안,1997-11-18,위원장,1997-11-18,원안가결,위원장,제15대 (1996~2000) 제185회,"1. 1997년 10월 27일 김홍신, 김허남, 김병태, 신낙균, 이재선, 이미경, 추미애, 홍사덕, 하경근, 이수인, 한영애 의원외 10인으로부터 발의된 유아보육법중개정법률안과 1997년 11월 6일 오양순, 김명섭, 황성균, 함종한 의원외 22인으로부터 발의된 유아보육법중개정법률안이 1997년 10월 28일과 11월 7일 각각 우리 위원회에 회부되어 왔음.2. 우리 위원회에 회부된 2건의 법률안에 대하여 1997년 11월 10일 제185회국회(정기회) 제9차 보건복지위원회에서 각각 제안설명과 전문위원의 검토보고를 듣고 대체토론을 거쳐 법안심사소위원회에 회부하여 심사·보고토록 하였음.3. 법안심사소위원회는 같은 법률안에 대하여 정부관계관을 출석시킨 가운데 진지하고 심도있는 심사를 거쳐2건의 법률안을 통합·조정한 단일안을 마련, 이를 제185회국회(정기회) 제10차 위원회에서 위원회 대안으로 제안하기로 의결하고, 2건의 법률안은 본회의에 부의하지 아니하기로 하였음. 초·중등교육법에 초등학교 취학직전 1년의 유치원아의 교육을 무상으로 실시하는 방안이 제기됨에 따라, 저소득층 중심의 보육유아에 대하여도 무상보육을 실시할 수 있도록 근거를 마련하여 형평을 기하도록 함. 아울러,보육시설 설치·운영에 국가차원의 재정지원을 함으로써 가정의 육아  보육비용부담을 완화코자 함. 1. 초등학교 취학직전 1년의 유아에 대한 보육은 무상으로 하되, 대통령령이 정하는 바에 따라 순차적으로 실시함(안 제21조의2 제1항  제2항)2. 국가와 지방자치단체는 취학직전 1년의 유아의 보육에 필요한 보육시설을 설치·운영하도록 함(안 제21조의2 제3항)",보건복지위원회,[],위원장,,0
42,150869,  가정폭력방지및피해자보호등에관한법률안,1997-11-18,위원장,1997-11-18,원안가결,위원장,제15대 (1996~2000) 제185회,"1. 1996년11월12일 林진출, 권영자, 오양순, 금영선 의원 외 149인으로부터 발의된 가정폭력방지피해자보호등에관한법률안과 1997년10월22일 신樂균, 李해찬, 정희경, 추미애, 한영애, 금한길, 금병태, 李성재,채영석 의원 외 68인으로부터 발의된 가정폭력방지피해자보호등에관한법률안(제2안)이 1997년 7월 31일과 10월 24일 각각 우리 위원회에 회부되어 왔음.2. 우리 위원회에 회부된 2건의 법률안에 대하여 1997년11월10일 제185회국회(정기회) 제9차 보건복지위원회에서 제안설명과 전문위원의 검토보고를 듣고 대토론을 거쳐 법안심사소위원회에 회부하여 심사·보고토록 하였음.3. 법안심사소위원회는 같은 법률안에 대하여 정부관계관 등을 참석시킨 가운데 진지하게 심사한 결과 2건의법률안을 통합.조정한 단일안을 마련하여 1997년11월14일 제185회국회(정기회) 제10차 보건복지위원회에서위원회 대안으로 제안하기로 하고 2건의 법률안은 본회의에 부의하지 아니하기로 의결함. 가정내의 폭력으로 인해 행복하고 평화로와야 할 가정이 파괴되고 가족구성원이 신체적·정신적 피해를 당하고있어 가정폭력을 예방하고 가정폭력으로 인한 피해자를 보호함으로써 건전한 가정을 육성하고자 함. 1. 가정폭력의 예방과 피해자의 보호에 대한 국가와 지방자치단체의 법적·제도적 장치마련과 이에 필요한 예산상의 조치를 취하여야 함(안 제4조)2. 국가와 지방자치단체는 가정폭력상담소와 가정폭력피해자보호시설을 설치·운영할 수 있도록 하고, 민간이설치·운영하는 가정폭력상담소는 신고제로 하는 한편, 가정폭력피해자보호시설은 사회복지법인 기타 비영리법인이 인가를 받아 설치·운영할 수 있도록 함(안 제5조  제7조)3. 국가 또는 지방자치단체는 이 법에 의한 상담소 또는 보호시설의 설치·운영에 소요되는 경비의 일부를 보조할 수 있도록 함(안 제13조)4. 의료기관은 가정폭력 피해자 본인·가족·친지 또는 상담소나 보호시설의 장 등의 요청이 있는 경우 피해자에 대한 치료·상담 등을 실시하여야 하며, 이에 필요한 비용은 가정폭력을 행한 자가 부담하도록 하되,다만, 가정폭력을 행한 자가 비용을 부담할 능력이 없는 때에는 국가 또는 지방자치단체가 이를 부담한 후구상권을 행사하도록 함(안 제18조)5. 상담소 또는 보호시설에서 업무에 종사하였거나 하고 있는 자는 그 업무상 알게된 비밀을 누설하여서는 아니되며 이의 위반시에는 1년 이하의 징역 또는 500만원 이하의 벌金에 처하도록 함(안 제20조)",보건복지위원회,[],위원장,,0
43,150864,  특별소비세법중개정법률안,1997-11-17,위원장,1997-11-18,원안가결,위원장,제15대 (1996~2000) 제185회,"신樂균·금상자·李성재·신기남·추미애·금한길·천정배·금민석·한영애·금원길 의원 외 13인이 발의한원안과 금명섭·금인영·서정화·오양순·함종한의원 외 48인이 발의한 원안을 함께 심사한 결과, 이들 2건의원안을 모두 본회의에 부의하지 아니하기로 하고, 위원회가 특별소비세법중개정법률안대안을 제안하기로 함. 현재 유치원의 교육용으로 구입하는 기자재의 경우에는 특별소비세가 면제되고 있으나, 유아보육법에 의하여설립되는 보육시설의 경우 보육용기자재의 구입시 세제상의 지원을 받지 못하고 있으므로, 보육시설아동의 보육여건의 개선과 보육수준의 향상을 위하여 보육시설의 보육용기자재에 대해서도 특별소비세가 면제되도록 하려는 것임. 유아보육법에 의하여 설립되는 보육시설의 보육용기자재에 대하여도 특별소비세를 면제함(안 제18조제1항)",재정경제위원회,[],위원장,,0
44,150863,  소득세법중개정법률안,1997-11-17,위원장,1997-11-18,원안가결,위원장,제15대 (1996~2000) 제185회,"신樂균·금상자·李성재·신기남·추미애·금한길·천정배·금민석·한영애·금원길 의원 외 14인이 발의한원안과 금명섭·금인영·서정화·오양순·함종한의원 외 48인이 발의한 원안, 李경재·羅오연·서정화의원 외18인이 발의한 원안을 함께 심사한 결과, 이들 3건의 원안을 모두 본회의에 부의하지 아니하기로 하고, 위원회가 소득세법중개정법률안대안을 제안하기로 함. 여성의 경제활동 참여여건을 조성하기 위하여 보육시설 아동의 보육료에 대하여도 유치원 아동과 동일하게 연70만원까지의 근로소득특별공제를 인정하고, 서화·골동품의 양도로 인하여 발생하는 소득에 대하여 1998년 1월 1일부터 과세토록 되어 있으나 세원포착을 위한 서화·골동품의 유통제도가 정비될 때까지 과세를 유예함. 1. 유아보육법상 보육시설 아동의 보육료에 대하여도 유치원 아동과 동일하게 1인당 연 70만원까지 근로소득특별공제 대상으로 함(안 제52조제1항  제6항)2. 개인소장가의 서화·골동품의 양도로 발생하는 소득에 대하여 1998년 1월 1일부터 일시재산소득으로 과세토록 되어 있으나 이를 3년간 유예하여 2001년 1월 1일부터 과세하도록 함(법률 제5031호 소득세법중개정법률 부칙 제1조)",재정경제위원회,[],위원장,,0
45,150858,  가정폭력범죄의처벌등에관한특례법안,1997-11-17,위원장,1997-11-17,원안가결,위원장,제15대 (1996~2000) 제185회,"1. 1996년 10월 30일 신樂균·李해찬·정희경·추미애·한영애·금한길·李성재의원외 72인으로부터 가정폭력방지법안이 발의되어 동년 10월 31일 법제사법위원회에 회부되었고, 동년 11월 22일 林진출·권영자·오양순·금영선의원외 149인으로부터 가정폭력범죄의처벌등에관한특례법안이 발의되어 동년 11월 23일 법제사법위원회에 회부되었으며, 동년 11월 28일 함석재의원외 48인으로부터 가정폭력방지법안이 발의되어 동년 11월 29일 법제사법위원회에 회부되었음.2. 동년 11월 22일 林진출·권영자·오양순·금영선의원외 149인으로부터 발의된 가정폭력방지피해자보호등에관한법률안에 대하여 의장으로부터 보건복지위원회에서 법제사법위원회에 이송된 바 있음.3. 1996년 12월 12일 여성특별위원회에서 각 교섭단체의 안을 절충한 단일안을 마련 관련 위원회 의견형식으로 법제사법위원회에 제출한 바 있음.4. 제181회국회(정기회) 제13차 법제사법위원회(1996년 12월 13일)는 가정폭력방지관련3개법안에 대한 효율적인 심사를 위하여 법안심사 제1소위원회(위원장: 최연희 의원)에 회부하였고, 그동안 법안심사 제1소위원회는 7회에 걸쳐 회의를 개최한 바 있음.5. 법안심사 제1소위원회는 먼저 가정폭력방지법안의 심사방향을 가정폭력의 처벌에 관한 법안과 가정폭력피해자의 보호에 관련한 법안을 분리하여 심사하기로 하고, 가정폭력방지피해자보호등에관한법률안을 의장에게 반려하였음(1997. 7. 29)6. 법안심사제1소위원회는 각 교섭단체안의 내용에 차이가 있고 여성특별위원회의 안에도 미합의된 사항이 있는 점을 감안하여 당 위원회에서 대안을 마련하기로 하고, 보다 심도있는 심사를 위하여 각 교섭단체안과소위원회 검토안에 대한 법원행정처, 법무부, 대한변호사협회, 여성단체 등 관련기관의 의견을 조회하였거나 의견수렴절차를 가졌음.7. 제185회국회(정기회) 개회중인 1997년 11월 11일 법안심사 제1소위원회는 대안의 내용을 최종적으로 확정하였고, 제185회국회(정기회) 제8차 법제사법위원회(1997.11.17)에서 최연희 소위원장으로 부터 심사보고를 받고 3개 교섭단체안은 이를 본회의에 부의하지 않기로 하고 동 소위원회에서 제안한 가정폭력범죄의처벌등에관한특례법안(대안)을 위원회안으로 받아들여 위원회대안으로 제안하기로 의결하였음. 그동안 가정폭력이 그 문제의 심각성에도 불구하고 가정내의 문제로 치부되어 사회적으로 방치되어 왔음. 그러나 최근 가정폭력이 다른 사회적 폭력보다 훨씬 지속적이고 상습적으로 이루어지고 있다는 우려가 제기되면서이제 가정폭력을 더 이상 해당 가정만의 문제로 치부하기 보다는 사회와 국가가 적극 개입하여야 한다는 목소리가 커지고 있음.한편 가정폭력의 처방에 대하여는 형사처벌을 강화하자는 주장도 있으나 가정의 해체를 가져오지 않으면서 폭력의 제지나 폭력성을 교정하는 방안도 제시되고 있으므로 궁극적으로 건강한 가정을 육성하고 가정의 평화와가정을 회복하는 방향에서 가정폭력행위자에 대한 보호처분제도를 도입하는 한편 가정폭력으로 입은 손해에 대한 민사처리특례를 규정하려는 것임. 1. “가정폭력”, “가정구성원”, “가정폭력범죄”, “가정폭력행위자”, “가정보호사건”, “보호처분”등 이 법에서 사용하는 용어에 대한 정의를 함(안 제2조)2. 직무 또는 상담을 통하여 가정폭력범죄를 알게 된 의료기관의 장이나 가정폭력관련상담소등의 장에 대하여신고의무를 부과함(안 제4조제2항,제3항)3. 피해자는 행위자가 자기 또는 배우자의 직계존속인 경우에도 고소할 수 있도록 함(안 제6조제2항)4. 검사는 경찰관리의 응급조치에도 불구하고 가정폭력범죄가 재발할 우려가 있는 경우 법원에 긴급조치인 퇴거 등 격리와 접근금지를 청구할 수 있도록 함(안 제8조)5. 검사는 가정폭력범죄로서 사건의 성질·동기  결과, 행위자의 성행 등을 고려하여 이 법에 의한 보호처분에 처함이 상당하다고 인정하는 때에는 가정보호사건으로 처리할 수 있도록 하되 이 경우 피해자의 의사를 존중하도록 함(안 제9조)6. 검사는 가정보호사건으로 처리하는 경우에는 그 사건을 관할 가정법원 또는 지방법원에 송치하도록 함(안제11조)7. 법원은 행위자에 대한 피고사건을 심리한 결과 보호처분에 처함이 상당하다고 인정할 때에는 사건을 가정보호사건의 관할 법원으로 송치할 수 있도록 함(안 제12조)8. 보호처분이 확정된 때에는 동일한 범죄사실로 다시 공소를 제기할 수 없도록 함(안 제16조)9. 변호사, 행위자의 법정대리인·배우자·직계친족·형제자매·호주는 물론 상담소등의 상담원과 그 장도 보조인이 될 수 있도록 함(안 제28조제2항)10. 판사는 가정보호사건의 원활한 조사·심리 또는 피해자의 보호를 위하여 임시조치인 행위자에 대하여 격리, 접근금지, 의료기관등에의 위탁, 구치소 등에의 留치를 할 수 있도록 함(안 제29조제1항)11. 피해자의 신청이 있는 경우 피해자를 증인으로 신문하고 이 경우 당해 가정보호사건에 관한 의견을 진술할기회를 주는등 피해자의 진술권등을 보장함(안 제33조)12. 판사는 보호처분을 할 수 없거나 할 필요가 없다고 인정한 때 등 일정한 사유가 있는 경우 不처분의 결정을 함(안 제37조제1항)13. 판사는 심리의 결과 보호처분이 필요하다고 인정한 때에는 결정으로 접근행위의 제한, 친권행사의 제한,사회봉사·수강명령, 보호관찰, 감호위탁등의 처분을 할 수 있음(안 제40조제1항)14. 행위자로부터 피해자등이 받은 물적피해나 치료비, 부양료에 대하여는 신속한 민사처리절차가 진행될 수있도록 소송촉진등에관한특례법의 내용과 유사한 민사처리에 관한 특례를 규정함(안 제3장 제56조 내지 제61조)15. 보호처분중 접근행위제한과 친권행사제한을 이행하지 아니한 자에 대하여는 보호처분의 不履행죄를 신설(안 제63조)하여 처벌하되 그외 보호처분을 이행하지 아니한 경우에는 보호처분의 취소사유로 규정하여 사건을 검사에게 송치함(안 제46조)",법제사법위원회,[],위원장,,0
46,150845,  청소년보호법중개정법률안,1997-11-12,의원,1998-12-24,대안반영폐기,정동채,제15대 (1996~2000) 제185회,"청소년을 음란·폭력적인 영상물, 인쇄물등 유해매체물과 약물, 각종 유해한 사회환경으로부터 보호하기 위하여 청소년보호법이 제정(1997. 3. 7, 법률 제5297호)되어  97. 7. 1부터 시행되고 있는 바, 이 법 일부조항 중법집행의 실효성이 확보되어 있지 않거나 해석상 논란의 소지를 내포하고 있는 부문에 대한 시급한 보완을 통해 법집행의 통일성과 일관성을 유지하려고 하는 것임.특히, 현재 사회문제화되고 있는 청소년폭력으로부터 청소년을 보호하는 것도 청소년보호를 위한 중요한 과제라 할 것이므로 이에 관한 규정들이 필요함. 또한 청소년유해환경에 대한 규제가 제대로 되지 않을 경우 청소년보호법의 실효성이 확보되지 않으므로 국가  지방자치단체의 충실한 규제의무 수행이 요구되며, 청소년유해환경 정비에 있어서의 현장과 학교의 連계성을 높히기 위해 청소년유해환경정화활동을 수행하고 있는 민간의감시·고발단체에 교사가 포함되도록 할 필요가 있음. 그리고 청소년보호법과 목적  내용이 유사하여 동법과 중복·상충되는 현행 미성년자보호법을 폐지하고 청소년보호법에 규정되어 있지 않는 미성년자보호법상의숙박업소등에서의 미성년자대상 풍기문란영업을 청소년보호법에 흡수하여 규정하고자 함. 1. 청소년을 19세미만의 자로 정의하고 청소년폭력을 새로이 규정하며 청소년유해약물 등을 청소년유해약물과청소년유해물건으로 구분하며 청소년유해업소 등을 청소년출입·고용금지업소와 청소년고용금지업소로 구분하며 청소년유해매체물의 개념을 추가하는 등 개념정의에 명확을 기함(안 제2조)2. 가정과 사회는 청소년폭력으로부터 청소년을 보호하기 위하여 노력하여야 하고 국가  지방자치단체는 청소년유해환경을 규제하여 청소년을 보호함에 있어 그 의무를 충실히 수행하여야 함(안 제3조, 제4조, 제5조제4항)3. 자율규제의 내용에 대한 확인요청자  확인기관의 범위를 확대하고 확인에 대한 표시의 교부가 가능하도록 함(안 제12조)4. 자동기계장치에 연령확인이 가능한 장치가 되어있는 경우에는 청소년유해매체물의 전시·진렬을 통한 판매·대여·배포가 가능하도록 함(안 제18조)5. 청소년유해매체물에 대한 광고선전물의 제한 장소  방법을 구체적으로 적시함(안 제20조)6. 청소년유해업소등을 청소년출입·고용금지업소  청소년고용금지업소로 구분하여 의무사항을 규정함(안제24조)7. 숙박업소, 해수욕장등에서 청소년에게 성도덕등 풍기를 문란하게 하는 영업행위를 하거나 그를 목적으로하는 장소를 제공하여서는 아니되며, 그 위반시 3년이하의 징역 또는 2천만원이하의 벌金에 처함(안 제24조의2  제50조제5호)8. 교육·홍보·치료·재활 등에 관한 청소년보호위원회의 의무규정을 청소년보호위원회 기능에 합쳐 규정하는 등 청소년보호위원회의 소관사무를 명확히하고, 위원회 회의를 전원회의와 분과회의로 구분하여 분과회의에 기능을 부여함(안 제26조, 제28조, 제28조의2)9. 청소년보호위원회의 각종기능의 원활한 추진을 위해 국무총리 소속으로 변경하고 위원장을 정무직으로 보하도록 하며 사무처를 신설함(안 제27조, 제29조, 제33조)10. 청소년보호위원회는 청소년폭력등 청소년유해환경으로부터 청소년을 보호하기 위하여 교육·홍보·치료·재활등 필요한 시책을 강구하여야 하며, 이를 위해 청소년보호센타  청소년재활센타를 둘 수 있음(안 제28조제2항  제33조의2)11. 수거명령을 받은 자가 의무履행을 하지 않은 경우 등에 이를 수거.파기할 수 있는 주체를 소속공무원으로하도록 하는 규정을 삭제하여 대통령령으로 정하는 사법경찰관리로 임명받은 자에게도 그 역할이 가능하도록 하고 청소년이 소지한 유해약물과 유해매체물 등을 수거·폐기할 수 있도록 함(안 제36조)12. 청소년유해환경정화활동을 수행하고 있는 민간의 감시·고발단체에 문화체육부령에서 정하는 범위내에서교사가 포함되도록 함(안 제43조제2항)13. 벌칙조항에 관한 규정을 명확히하여 법 적용의 혼란을 방지하고, 청소년유해업소등, 청소년유해약물 등의청소년유해표시의무에 대한 벌칙규정의 흠결을 보완함으로써 형벌규정 적용의 형평성을 기하도록 함(안 제50조, 제51조)14. 법원은 청소년폭력으로 형의 선고 또는 선고유예를 받은 청소년의 친권자에게 수강명령을 명할 수 있음(안제55조의2 내지 제55조의5)",정무위원회,"['정동채', '길승흠', '김원길', '신기남', '조한천', '조한천', '천정배', '최재승', '최희준', '김상현', '김성곤', '김영배', '김영진', '김영환', '김옥두', '김인곤', '김종배', '김진배', '김충조', '김태식', '김한길', '김홍일', '남궁진', '류선호', '류재건', '박광태', '박상규', '박상천', '박정수', '박정훈', '박찬주', '방용석', '배종무', '설훈', '손세일', '신낙균', '안동선', '양성철', '윤철상', '이기문', '이길재', '이동원', '이상수', '이성재', '이윤수', '이해찬', '이협', '임복진', '임채정', '장성원', '장영달', '장재식', '정균환', '정동영', '정세균', '정한용', '정호선', '정희경', '조성준', '조순승', '조순형', '조찬형', '조홍규', '채영석', '천용택', '최선영', '추미애', '한영애', '한화갑']",새정치국민회의,남성,3
47,150841,  소득세법중개정법률안,1997-11-10,의원,1997-11-18,대안반영폐기,김명섭,제15대 (1996~2000) 제185회,"      교육법에 의해 설치된 유치원의 취학 아동을 둔 학부모의 경우에는 입학金, 수업료, 기타 공납金에 대한 소득공제혜택을 주고 있음에도, 유아보육법에 따라 유아의 보호와 교육기능을 통합 수행하는 기관인 보육시설의 보육료에 대한 공제혜택이 없어 유치원에 자녀를 보내는 가정보다 상대적으로 저소득층이 많은 보육시설 취학 가정에 대한 국가 책임부담의 형평성 문제가 있으므로 적정 수준의 공제혜택을 법률로 정하려는 것임.  ",재정경제위원회,"['김명섭', '김인영', '서정화', '오양순', '함종한', '김문수', '김석원', '김영일', '김영진', '김용갑', '김찬우', '김충일', '김호일', '노기태', '목요상', '박성범', '박주천', '박헌기', '백남치', '서정화', '서한샘', '손학규', '송훈석', '신경식', '신상우', '안상수', '오세응', '이강두', '이사철', '이상현', '이상희', '이신범', '이신행', '이완구', '이웅희', '이원복', '이응선', '임인배', '임진출', '장영철', '전용원', '정의화', '차수명', '홍문종', '홍준표', '황규선', '황성균', '황우여']",신한국당,남성,2
48,150840,  특별소비세법중개정법률안,1997-11-10,의원,1997-11-18,대안반영폐기,김명섭,제15대 (1996~2000) 제185회,"보육시설은 사회복지사업법에 의한 사회복지시설의 범주에 포함되면서도 \u3000유아의 보호와 교육의 기능을 통합수행하는 기관으로, 교육법에 따라 유사한 교육기능을 수행하고 있는 유치원과는 달리 교육목적으로 피아노,영사기, 촬영기 등의 구입시 특별소비세가 부과되고 있어 시설의 부담이 크고, 조건부 면세 취지에 비추어 볼때 형평성의 문제가 있으므로 유치원의 교재·교구 구입시 특별소비세 면세와 동등이상의 면세혜택을 부여하고자 함.",재정경제위원회,"['김명섭', '김인영', '서정화', '오양순', '함종한', '김문수', '김석원', '김영일', '김영진', '김용갑', '김찬우', '김충일', '김호일', '노기태', '목요상', '박성범', '박주천', '박헌기', '백남치', '서정화', '서한샘', '손학규', '송훈석', '신경식', '신상우', '안상수', '오세응', '이강두', '이사철', '이상현', '이상희', '이신범', '이신행', '이완구', '이웅희', '이원복', '이응선', '임인배', '임진출', '장영철', '전용원', '정의화', '차수명', '홍문종', '홍준표', '황규선', '황성균', '황우여']",신한국당,남성,2
