,의안번호,처리여부,의안명,제안자구분,제안일자,의결일자,의결결과,심사진행상태,문서,제안회기,제안이유,소관위원회,제안자,발의자,발의자_한글,제안정당,제안자_한글,성별,여성의원 수
597,2016882,처,양성평등기본법 일부개정법률안,위원장,2018-11-29,2018-11-29 00:00:00,원안가결, ,의안원문,제20대 (2016~2020) 제364회,"  대안의  현행법에 따르면 국가와 지방자치단체 소속 공무원들이 성인지 교육을 의무적으로 받도록 규정하고 있으나, 시행령에서 교육의 대상을 성별영향분석평가, 성인지 예산, 성인지 통계, 여성을 대상으로 한 폭력 등의 업무를 다루는 공무원 등으로 제한하고 있어 법률의 본래 목적과 달리 축소되어 시행되고 있으므로 국가와 지방자치단체 소속의 모든 공무원들이 성인지 교육을 의무적으로 받도록 명시함.또한 국가기관등의 장과 사용자가 성희롱 방지를 위하여 취해야 할 조치의 의미를 구체화하고 조치 결과를 여성가족부장관뿐만 아니라 해당 주무부처의 장에게도 제출하도록 하며, 성희롱 방지조치 부실기관의 기준을 대통령령으로 정하도록 하고 부실기관이 성희롱 방지조치 개선계획을 여성가족부장관에게 제출하도록 함으로써 더욱 실효적인 성희롱 방지조치를 마련하도록 함.아울러 한국여성인권진흥원의 법적 근거를 마련하여 성폭력·가정폭력·성매매 등을 예방하고 피해자에 대한 보호·지원 사업을 종합적·체계적·안정적으로 추진함으로써 여성 인권을 더욱 두텁게 보호하고자 함.3. 대안의  가. 국가와 지방자치단체 소속 모든 공무원이 성인지 교육을 의무적으로 받도록 명시함(안 제18조제1항 개정).나. 국가기관등의 장과 사용자가 성희롱 방지를 위하여 취해야 할 조치를 구체화하여 규정하고 조치 결과를 여성가족부장관뿐만 아니라 해당 주무부처의 장에게도 제출하도록 보고대상을 확대함(안 제31조제1항 개정).다. 성희롱 방지조치가 부실하다고 인정되는 국가기관의 장으로 하여금 성희롱 방지조치 개선계획을 여성가족부장관에게 제출하도록 하고 부실하다고 인정되는 국가기관의 기준을 대통령령으로 정하도록 함(안 제31조제3항, 제7항 개정).라. 한국여성인권진흥원 설립에 관한 법적 근거를 마련함(안 제46조의2 신설).  ",여성가족위원회,,위원장,,위원장,[], ,0
598,2016879,처,한부모가족지원법 일부개정법률안,위원장,2018-11-29,2018-11-29 00:00:00,원안가결, ,의안원문,제20대 (2016~2020) 제364회,"  대안의  한국여성재단의 연구보고서에 따르면 출산 이후 건강상태가 악화되었다고 응답한 양육미혼모의 비율이 59.1%에 달하는데 비해 월 평균 의료비 지출은 67.3%가 1만원 미만이라고 답하여 건강상태에 비해 의료비 지출이 크지 않은 것으로 조사되는 등 저소득 양육미혼모의 신체적·정신적 건강관리가 매우 열악한 상황인바, 국가와 지방자치단체가 미혼모ㆍ부와 그 자녀가 건강하게 생활할 수 있도록 건강관리를 위한 지원을 할 수 있도록 하고,현재 미혼모자가족복지시설 운영비에서 ‘미혼모 특수치료비’ 항목으로 의료비를 지원하고 있는데, 법적근거가 미흡한 실정이므로 지원근거를 법률에 명시하는 한편, 미혼모가 출산한 자녀에 대한 의료비도 지원할 수 있도록 함으로써 의료복지 사각지대를 해소함.3. 대안의  가. 국가와 지방자치단체는 미혼모ㆍ부와 그 자녀가 건강하게 생활할 수 있도록 산전(産前)·분만·산후(産後)관리, 질병의 예방·상담·치료, 영양·건강에 관한 교육 등 건강관리를 위한 지원을 할 수 있도록 함(안 제17조의6제1항).나. 국가와 지방자치단체는 기본생활지원형 미혼모자가족복지시설에 입소한 미혼모 등의 신청이 있는 경우에는 미혼모 등의 본인 및 함께 생활하는 자녀에 대한 의료비를 추가적으로 지원할 수 있도록 함(안 제17조의6제2항).  ",여성가족위원회,,위원장,,위원장,[], ,0
599,2016874,처,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,위원장,2018-11-28,2018-11-29 00:00:00,원안가결, ,의안원문,제20대 (2016~2020) 제364회,"    및  현행법은 성적 욕망 또는 수치심을 유발할 수 있는 다른 사람의 신체를 그 의사에 반하여 촬영하거나 그 촬영물을 유포한 경우 카메라 등을 이용한 촬영죄 등으로 처벌하고 있음.그러나 자의에 의해 스스로 자신을 신체를 촬영한 촬영물이 촬영당사자의 의사에 반하여 유포된 경우에는 다른 사람의 신체를 촬영한 촬영물이 아니라는 이유로 이 법 제14조로 처벌할 수 없고 그보다 형이 낮은 음화반포죄 등으로만 처벌이 가능하여 죄질이나 불법의 중대성 등에 비하여 적절한 처벌이 이루어지지 않고 있다는 문제가 제기되고 있음.이에 자의에 의해 스스로 자신의 신체를 촬영한 촬영물을 촬영대상자의 의사에 반하여 유포한 경우에도 처벌할 수 있도록 함.또한, 카메라 등을 이용한 촬영죄의 벌금형을 상향하고, 유포의 객체에 사람의 신체를 촬영한 촬영물 외에 복제물(복제물의 복제물을 포함한다)을 추가하며, 촬영대상자의 의사에 반하여 유포된 이상 촬영에 대한 동의 유무가 그 피해에 본질적인 차이를 가져온다고 볼 수 없으므로, 촬영 당시에는 촬영대상자의 의사에 반하지 아니하여도 사후에 그 의사에 반하여 유포되는 경우 촬영 당시 촬영대상자의 의사에 반하여 촬영된 촬영물을 유포하는 경우와 동일하게 처벌하고자 함.한편, 영리를 목적으로 촬영대상자의 의사에 반하여 정보통신망을 이용하여 촬영물 또는 복제물을 유포한 경우에는 법정형에서 벌금형을 삭제함으로써 처벌을 강화하고자 함(안 제14조).  ",법제사법위원회,,위원장,,위원장,[], ,0
600,2016869,처,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,의원,2018-11-28,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제364회,"   현행법은 카메라를 이용하여 다른 사람의 신체를 직접 촬영하여 그 촬영물을 반포하는 경우를 처벌하고 있음. 그런데 최근 카메라촬영물을 이용한 성적 침해행위에 대하여 무죄 취지의 판시가 잇달아 내려지면서 현행법에 대한 보완 필요성이 제기되고 있음.이에 다른 사람의 신체를 직접 촬영한 경우 이외에도 그 촬영물을 재촬영·합성·편집하여 반포하는 자를 처벌할 수 있도록 근거규정을 신설하고, 자기 신체를 직접 촬영한 촬영물을 상대방의 동의 없이 제공함으로써 상대방에게 성적 수치심을 주는 경우도 처벌할 수 있도록 근거 규정을 신설함으로써 현행법의 처벌공백을 보완하려는 것임. 가. 카메라를 이용하여 성적 욕망을 유발할 수 있는 다른 사람의 신체를 직접 촬영한 경우 이외에도 촬영대상자의 의사에 반하여 그 촬영물을 재촬영하거나 합성·편집하여 반포하는 자를 처벌함(안 제14조제1항).나. 다른 사람에게 성적 수치심을 일으킬 수 있는 자신의 신체를 촬영·합성·편집하여 그 촬영물을 상대방의 명시적 동의 없이 제공하거나 공공연하게 전시한 자를 처벌함(안 제14조의2 신설).  ",법제사법위원회,"['이만희(자유한국당/李晩熙)', '강효상(자유한국당/姜孝祥)', '경대수(자유한국당/慶大秀)', '김광림(자유한국당/金光琳)', '김상훈(자유한국당/金相勳)', '김성원(자유한국당/金成願)', '윤영석(자유한국당/尹永碩)', '임이자(자유한국당/林利子)', '최교일(자유한국당/崔敎一)', '추경호(자유한국당/秋慶鎬)']",이만희(자유한국당/李晩熙),이만희,자유한국당,"['이만희', '강효상', '경대수', '김광림', '김상훈', '김성원', '윤영석', '임이자', '최교일', '추경호']",남성,1
601,2016867,처,소득세법 일부개정법률안,의원,2018-11-28,2020-05-29 00:00:00,임기만료폐기, ,"의안원문
비용추계서",제20대 (2016~2020) 제364회,"   현행법은 거주자의 배우자가 해당 과세기간에 소득금액이 없거나 소득금액 합계액이 100만원 이하인 경우(배우자가 총급여액 500만원 이하의 근로소득만 있는 경우를 포함함)에는 연 150만원을 거주자의 종합소득금액에서 공제하는 배우자 공제 제도를 두고 있음.한편, 종합소득금액 3천만원 이하인 거주자가 배우자가 없는 여성으로서 부양가족이 있는 세대주이거나 배우자가 있는 여성인 경우 연 50만원을 추가로 공제하고 있음.그러나, 현재 우리나라의 혼인율은 지속적으로 떨어지고 있으며, 그에 따라 출산율도 현저히 낮아지는 현 상황에서, 배우자 공제 제도의 금액 및 그 대상을 보다 확대하여 홑벌이 및 저소득 맞벌이 부부에 대한 세제 지원을 강화하여야 한다는 지적이 제기됨.또한, 종합소득금액이 3천만원 이하인 여성 거주자에 대한 추가 공제금액도 상향하여 사회적 약자인 저소득 여성에 대한 지원을 확대할 필요가 있음.이에 배우자 공제 금액 및 대상을 확대하고 저소득 여성 거주자에 대한 추가 공제 금액을 상향함으로써, 결혼을 장려하고 저소득층에 대한 세제 지원을 확대하려는 것임. 가. 배우자 공제 요건을 과세기간의 소득금액 합계액 100만원 이하에서 500만원 이하로 상향(근로소득만 있는 배우자의 경우에는 총급여액 500만원 이하에서 3천만원 이하로 상향)함(안 제50조제1항제2호).나. 종합소득금액 3천만원 이하인 거주자가 배우자가 없는 여성으로서 부양가족이 있는 세대주이거나 배우자가 있는 여성인 경우에 받는 추가공제금액을 연 50만원에서 연 100만원으로 상향하는 한편, 종합소득금액이 5천만원 이하인 거주자가 기본공제 대상인 배우자가 있는 경우 연 150만원을 추가 공제함(안 제51조제1항제3호 및 안 제51조제1항제4호 신설).  ",기획재정위원회,"['유승희(더불어민주당/兪承希)', '김경협(더불어민주당/金炅俠)', '서영교(더불어민주당/徐瑛敎)', '송영길(더불어민주당/宋永吉)', '송옥주(더불어민주당/宋玉珠)', '심재권(더불어민주당/沈載權)', '윤후덕(더불어민주당/尹厚德)', '이석현(더불어민주당/李錫玄)', '이종걸(더불어민주당/李鍾杰)', '인재근(더불어민주당/印在謹)', '정성호(더불어민주당/鄭成湖)', '주승용(바른미래당/朱昇鎔)', '한정애(더불어민주당/韓貞愛)']",유승희(더불어민주당/兪承希),유승희,더불어민주당,"['유승희', '김경협', '서영교', '송영길', '송옥주', '심재권', '윤후덕', '이석현', '이종걸', '인재근', '정성호', '주승용', '한정애']",여성,5
602,2016847,처,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,의원,2018-11-28,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제364회,"    및  현행법에서는 육아휴직 신청과 사용 후의 불이익을 막기 위하여 육아휴직 신청을 받고 허용하지 않거나 휴직을 마친 후에 휴직 전과 같은 업무 또는 같은 수준의 임금을 지급하는 직무에 복귀시키지 않을 경우 500만원 이하의 벌금에 처하도록 하고 있음.그런데 일부 대기업 등 사업장에서 법 취지와 달리 휴직 후 불이익 등 다양한 사회적 요인으로 인하여 육아휴직을 사용하지 못하고 있고, 인사조치 또는 밀어내기식 해고 등을 우려하여 신고조차 못하고 있음.이에 300명 이상의 근로자를 상시 고용하는 사업주가 육아휴직을 허용하지 않거나 육아휴직 후 복귀 시 휴직 전과 같은 업무 또는 같은 수준의 임금을 지급하는 직무에 복귀시키지 않을 경우에 벌칙을 현행 500만원의 벌금에서 상향하여 2년 이하의 징역 또는 2천만원 이하의 벌금에 처하도록 규정함으로써 대기업의 사회적 책임 및 의무 이행의 실효성을 제고하려는 것임(안 제37조제3항 등).  ",환경노동위원회,"['윤종필(자유한국당/尹鍾畢)', '김경진(민주평화당/金京鎭)', '김성찬(자유한국당/金盛贊)', '박덕흠(자유한국당/朴德欽)', '박인숙(자유한국당/朴仁淑)', '성일종(자유한국당/成一鍾)', '원유철(자유한국당/元裕哲)', '이명수(자유한국당/李明洙)', '임이자(자유한국당/林利子)', '정우택(자유한국당/鄭宇澤)']",윤종필(자유한국당/尹鍾畢),윤종필,자유한국당,"['윤종필', '김경진', '김성찬', '박덕흠', '박인숙', '성일종', '원유철', '이명수', '임이자', '정우택']",여성,3
603,2016816,처,아이돌봄 지원법 일부개정법률안,의원,2018-11-27,2020-05-29 00:00:00,임기만료폐기, ,"의안원문
비용추계서",제20대 (2016~2020) 제364회,"    및  현행법은 일정한 자격과 기준을 갖춘 아이돌보미와 아이돌봄서비스 제공기관을 통하여 맞벌이 등의 사유로 아이를 양육하기 어려운 가정에 아이돌봄서비스를 제공하고 소득 수준 등에 따라 일정한 비용을 지원하고 있음.그러나 상당수의 맞벌이 가정이 남에게 아이를 맡기는 것에 대한 불안감 등으로 친인척에 의한 양육을 선호하여 아이돌보미나 민간 베이비시터보다는 조부모의 도움을 받고 있고, 경우에 따라서는 현행법에 따른 아이돌봄서비스를 제공받고자 하여도 아이돌보미 수급 부족 등으로 제때 아이돌봄서비스를 제공받지 못하는 경우가 많은 상황임.이에 손자녀인 아이를 보호 및 양육하는 조부모가 일정한 자격을 갖추어 아이돌봄서비스 제공기관에 등록을 하고 해당 기관과 표준계약서 등을 작성한 경우 아이 부모의 소득수준에 따라 조부모에게 일정한 돌봄수당을 지급할 수 있도록 함으로써 가정의 양육기능을 강화하는 데 기여하려는 것임(안 제19조의2 신설 등).  ",여성가족위원회,"['이용호(무소속/李容鎬)', '김광수(민주평화당/金光守)', '김삼화(바른미래당/金三和)', '김종회(민주평화당/金鍾懷)', '박선숙(바른미래당/朴仙淑)', '유성엽(민주평화당/柳成葉)', '윤영일(민주평화당/尹英壹)', '이찬열(바른미래당/李燦烈)', '주승용(바른미래당/朱昇鎔)', '최경환(민주평화당/崔敬煥)']",이용호(무소속/李容鎬),이용호,무소속,"['이용호', '김광수', '김삼화', '김종회', '박선숙', '유성엽', '윤영일', '이찬열', '주승용', '최경환']",남성,2
604,2016808,처,영유아보육법 일부개정법률안,의원,2018-11-26,2019-04-05 00:00:00,대안반영폐기, ,"의안원문
비용추계서 미첨부 사유서",제20대 (2016~2020) 제364회,"   일·가정 양립 지원을 위하여 어린이집은 1일 12시간 이상 운영하도록 하고 있으나, 보육과정의 설정과 보육교사의 배치 등이 명확히 규정되어 있지 않아 오후 시간대 남겨진 영유아는 안정적인 보육서비스를 제공받지 못하고, 보육교사는 적정 근로시간을 보장받지 못하고 있는 실정임이에 어린이집 운영시간 중 제공되는 보육과정을, 모든 영유아에게 공통적으로 제공되는 “기본보육”과 기본보육을 초과하여 제공되는 “연장보육”으로 구분하고, 이에 필요한 보육교사의 배치 등을 지원하여 종일 보육을 내실화하고 보육교사의 적정 근로시간을 보장하고자 하는 것임. 가. 보육과정의 구분에 따른 보육교사의 배치(안 제17조)종일 보육의 내실화 및 보육교사의 적정 근로시간 보장을 위하여 제24조제1항 단서에 따라 구분하여 운영하는 보육과정별로 보육교사를 배치하도록 함나. 어린이집 보육과정을 구분하여 운영(안 제24조)어린이집 운영시간 중 제공되는 보육과정을, 모든 영유아에게 필수적으로 제공되는 “기본보육”, 기본보육을 초과하여 제공되는 “연장보육”으로 구분하여 운영하도록 함  ",보건복지위원회,"['남인순(더불어민주당/南仁順)', '고용진(더불어민주당/高榕禛)', '기동민(더불어민주당/奇東旻)', '김현권(더불어민주당/金玄權)', '박광온(더불어민주당/朴洸瑥)', '송갑석(더불어민주당/宋甲錫)', '윤일규(더불어민주당/尹一逵)', '이학영(더불어민주당/李學永)', '전혜숙(더불어민주당/全惠淑)', '한정애(더불어민주당/韓貞愛)']",남인순(더불어민주당/南仁順),남인순,더불어민주당,"['남인순', '고용진', '기동민', '김현권', '박광온', '송갑석', '윤일규', '이학영', '전혜숙', '한정애']",여성,3
605,2016765,처,아동수당법 일부개정법률안,의원,2018-11-23,2020-05-29 00:00:00,임기만료폐기, ,"의안원문
비용추계서",제20대 (2016~2020) 제364회,"    및  지난 2006년부터 2018년까지 저출산 문제 해결에 투입한 국가 예산은 143조원 규모에 달하지만, 2018년 2분기 합계출산율이 0.97명에 불과할 정도로 출산율이 저조한 상태이며, ‘인구절벽’에 대한 우려가 심화되고 있는 실정임. 저출산 문제를 해결하지 못할 경우, 잠재성장률이 하락하며 국가성장동력을 상실하게 되고, 사회보장비용 증가 등으로 인해 세대 간 갈등이 심화되는 등 국가적 위기에 봉착할 수 있음.한편, 저출산 문제의 주요원인 중 하나로 자녀 양육에 대한 경제적 부담이 꼽히고 있는 실정임.이에 현재 6세 미만의 아동에게 해당가구의 경제적 수준을 고려하여 선별적으로 지급되고 있는 아동수당을 가구의 경제적 수준과 상관없이 지급하는 한편, 아동수당 수급대상을 초등학생과 중학생에 해당하는 연령인 15세 이하로 확대함으로써, 양육에 대한 경제적 부담을 경감하고, 이를 통해 출산율을 제고하여 중？장기적 국가성장동력을 마련하고자 함(안 제4조 등).  ",보건복지위원회,"['김승희(자유한국당/金承禧)', '곽상도(자유한국당/郭尙道)', '김명연(자유한국당/金明淵)', '김성찬(자유한국당/金盛贊)', '성일종(자유한국당/成一鍾)', '이장우(자유한국당/李莊雨)', '이철규(자유한국당/李喆圭)', '임이자(자유한국당/林利子)', '장석춘(자유한국당/張錫春)', '정유섭(자유한국당/鄭有燮)']",김승희(자유한국당/金承禧),김승희,자유한국당,"['김승희', '곽상도', '김명연', '김성찬', '성일종', '이장우', '이철규', '임이자', '장석춘', '정유섭']",여성,2
606,2016758,처,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,의원,2018-11-23,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제364회,"    및  최근 한 언론사가 금융감독원 전자공시시스템과 공공기관 경영정보시스템 알리오를 통해 2,400여개 민간기업과 350여개 공공기관의 남녀 임금격차를 분석한 결과에 따르면 남녀 근로자의 임금 격차가 각각 31.7%와 20.3%에 이르는 등 우리나라 남녀 근로자의 임금격차는 공공과 민간 부분에 넓게 나타나고 있고, 그 수준은 OECD 국가 중 가장 큰 실정임.이에 공공기관, 지방공기업, 상시 300명 이상의 근로자를 고용하는 사업의 사업주 등에게 성별 고용현황 및 남녀 근로자의 임금 현황을 고용노동부 장관에게 보고하게 함으로써 고용상 남녀의 차별 현황 및 남녀 근로자의 임금 격차 확인을 통해 차별 시정을 촉진하려는 것임(안 제17조의10 신설).  ",환경노동위원회,"['백혜련(더불어민주당/白惠蓮)', '금태섭(더불어민주당/琴泰燮)', '김병기(더불어민주당/金炳基)', '김종민(더불어민주당/金鍾民)', '김현권(더불어민주당/金玄權)', '박광온(더불어민주당/朴洸瑥)', '송기헌(더불어민주당/宋基憲)', '이재정(더불어민주당/李在汀)', '이춘석(더불어민주당/李春錫)', '제윤경(더불어민주당/諸閏景)']",백혜련(더불어민주당/白惠蓮),백혜련,더불어민주당,"['백혜련', '금태섭', '김병기', '김종민', '김현권', '박광온', '송기헌', '이재정', '이춘석', '제윤경']",여성,3
607,2016739,처,조세특례제한법 일부개정법률안,의원,2018-11-22,2020-05-29 00:00:00,임기만료폐기, ,"의안원문
비용추계서",제20대 (2016~2020) 제364회,"    및  현행법은 중소기업 취업을 장려하기 위하여 청년, 장애인, 경력단절 여성 등이 중소기업에 취업하는 경우 소득세의 일부를 감면하도록 하고 있으나, 동 특례는 2018년 말(청년의 경우 2021년 말)로 일몰될 예정임.한편, 현행법은 중소기업 취업자 중 청년의 경우 소득세의 90%를 감면하고 있는 반면, 그 밖에 장애인, 경력단절 여성 등의 경우에는 소득세의 70%를 감면하고 있음.그러나, 청년실업 문제 해결뿐만 아니라 장애인, 경력단절 여성 등 사회적 취약계층의 경제활동 참가를 장려하는 것 역시 중요한 사회적 과제임을 고려할 때, 청년 외 중소기업 취업자에 대해서도 청년과 동일한 감면률을 적용해야 한다는 지적이 제기됨.이에 청년뿐만 아니라, 그 밖에 60세 이상 노인, 장애인 및 경력단절 여성에 대해서도 소득세의 90%의 감면률을 적용하는 한편, 청년과 동일하게 일몰기한을 2021년 12월 31일까지 연장함으로써, 중소기업 취업을 장려하려는 것임(안 제30조제1항).  ",기획재정위원회,"['박정(더불어민주당/朴釘)', '금태섭(더불어민주당/琴泰燮)', '남인순(더불어민주당/南仁順)', '박재호(더불어민주당/朴在昊)', '백혜련(더불어민주당/白惠蓮)', '송갑석(더불어민주당/宋甲錫)', '윤후덕(더불어민주당/尹厚德)', '이상헌(더불어민주당/李相憲)', '이훈(더불어민주당/李薰)', '주승용(바른미래당/朱昇鎔)']",박정(더불어민주당/朴釘),박정,더불어민주당,"['박정', '금태섭', '남인순', '박재호', '백혜련', '송갑석', '윤후덕', '이상헌', '이훈', '주승용']",남성,2
608,2016731,처,공무원연금법 일부개정법률안,의원,2018-11-22,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제364회,    및  현행법은 급여를 받을 권리는 압류할 수 없도록 규정하여 공무원연금수급권자와 그 가족의 인간다운 생활을 할 권리를 보장하고 있음.그런데 최근 해당 조문에 관한 헌법재판소의 위헌확인 결정(헌재 2018. 7. 26. 2016헌마260)에서 양육비채권은 본래 압류금지조항에 의하여 보호되어야 하는 채권일 뿐만 아니라 양육비채권의 강제집행을 완전히 금지하는 것은 양육비채권자의 자녀양육권과 재산권을 침해한다는 다수의 위헌 의견이 있어 이에 대한 정비가 필요한 것으로 보임.이에 수급권자에 대하여 양육비채권이 있는 경우 연금인 급여를 받을 권리를 압류의 대상으로 할 수 있도록 예외를 규정하여 양육비채권을 충분히 보호하려는 것임(안 제39조제1항 단서).  ,행정안전위원회,"['주호영(자유한국당/朱豪英)', '강석호(자유한국당/姜碩鎬)', '김광림(자유한국당/金光琳)', '김종석(자유한국당/金鍾奭)', '김현아(자유한국당/金炫我)', '박명재(자유한국당/朴明在)', '성일종(자유한국당/成一鍾)', '신상진(자유한국당/申相珍)', '이종구(자유한국당/李鍾九)', '이종배(자유한국당/李鍾培)', '이채익(자유한국당/李埰益)', '최연혜(자유한국당/崔然惠)']",주호영(자유한국당/朱豪英),주호영,자유한국당,"['주호영', '강석호', '김광림', '김종석', '김현아', '박명재', '성일종', '신상진', '이종구', '이종배', '이채익', '최연혜']",남성,2
609,2016726,처,범죄수익은닉의 규제 및 처벌 등에 관한 법률 일부개정법률안,의원,2018-11-22,2019-04-05 00:00:00,대안반영폐기, ,의안원문,제20대 (2016~2020) 제364회,"    및  세계적으로 범죄수익 1위는 마약에서 사이버 범죄로 바뀌었음. 인터넷 불법 도박의 경우 1년 매출을 70조 이상으로 보고 있음. 또한 피해자를 인격 살해하는 디지털 성폭력 불법 촬영물로 웹하드 업체를 비롯하여 헤비 업로더, 음란물 사이트 운영자등이 부정한 이득을 취하고 있음.따라서 「국민체육진흥법」 제47조 및 제48조의 죄와 「성폭력범죄의 처벌 등에 관한 특례법」 제14조의 죄에 해당하는 죄가 성립하는 경우에도 범죄수익의 몰수 적용대상인 중대범죄에 포함시켜 불법 행위자에 대한 실효성 있는 경제적 제재를 마련하려는 것임(안 별표 제33호 및 34호 신설).  ",법제사법위원회,"['김영호(더불어민주당/金映豪)', '김민기(더불어민주당/金敏基)', '김병기(더불어민주당/金炳基)', '김현권(더불어민주당/金玄權)', '남인순(더불어민주당/南仁順)', '손혜원(더불어민주당/孫惠園)', '송갑석(더불어민주당/宋甲錫)', '장정숙(바른미래당/張貞淑)', '정춘숙(더불어민주당/鄭春淑)', '황희(더불어민주당/黃熙)']",김영호(더불어민주당/金映豪),김영호,더불어민주당,"['김영호', '김민기', '김병기', '김현권', '남인순', '손혜원', '송갑석', '장정숙', '정춘숙', '황희']",남성,4
610,2016718,처,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,의원,2018-11-22,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제364회,"   현행법은 카메라를 이용하여 성적 욕망을 유발할 수 있는 다른 사람의 신체를 그 의사에 반하여 촬영하거나 그 촬영물(이하 “카메라이용촬영물”이라 한다)을 반포·판매·임대·제공 또는 공공연하게 전시·상영한 자를 처벌할 뿐이고, 온라인서비스제공자에게 음란물 삭제의무를 부여하고 이를 이행하지 않을 경우 형벌을 부과하는「아동·청소년의 성보호에 관한 법률」 과 달리 온라인서비스제공자에게는 어떠한 의무도 부과하지 않고 있음.그런데 카메라이용촬영물은 정보통신망을 통하여 빠르게 전파되는 특성이 있으며 특히 P2P나 웹하드 사이트를 통하여 이용자들 사이에서 손쉽게 공유될 수 있는 데 반하여, 일단 업로드가 완료되면 전파된 촬영물을 삭제하는 데는 많은 노력과 시간이 소요되고 그 과정에서 피해자는 지속적으로 피해에 시달리게 되는 문제가 있음. 카메라이용촬영물이 유통되는 사이트를 운영하는 온라인서비스제공자에게 그 전송을 방지할 의무를 부과하고 촬영대상자로부터 삭제 요청을 받았을 때에 반드시 응하도록 하며 이에 응하지 않을 경우에는 형벌을 부과함으로써, 카메라이용촬영물의 전파를 방관하여 성폭력범죄로 인한 피해를 양산하는 온라인서비스제공자에게도 책임을 부과하고 피해자를 추가적인 피해로부터 보호하려는 것임(안 제2조, 제52조 및 안 제14조의2 신설).  ",법제사법위원회,"['표창원(더불어민주당/表蒼園)', '김병기(더불어민주당/金炳基)', '김성수(더불어민주당/金聖洙)', '김종민(더불어민주당/金鍾民)', '박영선(더불어민주당/朴映宣)', '박정(더불어민주당/朴釘)', '송기헌(더불어민주당/宋基憲)', '신창현(더불어민주당/申昌賢)', '우원식(더불어민주당/禹元植)', '제윤경(더불어민주당/諸閏景)']",표창원(더불어민주당/表蒼園),표창원,더불어민주당,"['표창원', '김병기', '김성수', '김종민', '박영선', '박정', '송기헌', '신창현', '우원식', '제윤경']",남성,2
611,2016707,처,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,의원,2018-11-21,2019-08-02 00:00:00,대안반영폐기, ,"의안원문
비용추계서",제20대 (2016~2020) 제364회,"    및  현행법상 공무원인 부부가 동일 자녀에 대해 육아휴직을 하면 특별한 제한 없이 모두 허용하고 있으나, 근로자 부부가 동일 자녀에 대해 육아휴직이나 육아기 근로시간 단축을 할 경우에는 사용자가 이를 허용하지 않을 수 있고, 설령 허용한다 하더라도 육아휴직 또는 근로시간 단축에 따른 급여가 지급되지 않고 있음. 이에 따라 근로자 부부 일방의 육아휴직은 경력단절은 물론 ‘홀로육아’를 초래하게 됨.아울러 현행법은 육아기 근로시간 단축을 육아휴직을 대신하여 사용할 수 있도록 하는 대체적 제도로 규정하면서 양 제도를 1년에 한정하여 단독 또는 혼용하여 사용하되 분할 사용 횟수를 1회로 제한하여 매우 경직적으로 운용되고 있음.이에, 같은 자녀에 대해 근로자 부부가 동시에 육아휴직 및 육아기 근로시간을 단축할 수 있도록 하고 관련 급여도 함께 지급하도록 함으로써 ‘홀로육아’를 해소함과 동시에 경력단절을 예방하고자 하는 것임.아울러, 육아휴직과 육아기 근로시간 단축을 각기 독립적 제도로 분리하고 양 제도를 각기 1년간 사용할 수 있도록 기간을 확대하며, 분할 사용 횟수도 제도마다 각 3회로 확대하여 만 8세 이하 또는 초등학교 2학년 이하의 자녀를 대상으로 유연하게 사용하도록 함으로써 제도의 활용가능성을 높이고자 함(안 제19조제1항 단서 및 제2항, 제19조의2, 제19조의4 삭제).  ",환경노동위원회,"['김동철(바른미래당/金東喆)', '김삼화(바른미래당/金三和)', '김중로(바른미래당/金中魯)', '신용현(바른미래당/申容賢)', '오신환(바른미래당/吳晨煥)', '이동섭(바른미래당/李銅燮)', '이찬열(바른미래당/李燦烈)', '임재훈(바른미래당/林哉勳)', '정병국(바른미래당/鄭柄國)', '정운천(바른미래당/鄭雲天)', '주승용(바른미래당/朱昇鎔)', '채이배(바른미래당/蔡利培)', '최도자(바른미래당/崔道子)', '하태경(바른미래당/河泰慶)']",김동철(바른미래당/金東喆),김동철,바른미래당,"['김동철', '김삼화', '김중로', '신용현', '오신환', '이동섭', '이찬열', '임재훈', '정병국', '정운천', '주승용', '채이배', '최도자', '하태경']",남성,3
